@relation student_profiles

@attribute profile_id numeric
@attribute education_level numeric
@attribute OL_subject_0_score numeric
@attribute OL_subject_2_score numeric
@attribute OL_subject_3_score numeric
@attribute OL_subject_1_score numeric
@attribute OL_subject_5_score numeric
@attribute OL_subject_4_score numeric
@attribute AL_stream numeric
@attribute AL_subject_6_score numeric
@attribute AL_subject_8_score numeric
@attribute AL_subject_10_score numeric
@attribute AL_subject_4_score numeric
@attribute AL_subject_3_score numeric
@attribute AL_subject_7_score numeric
@attribute AL_subject_0_score numeric
@attribute AL_subject_2_score numeric
@attribute AL_subject_1_score numeric
@attribute AL_subject_9_score numeric
@attribute AL_subject_12_score numeric
@attribute AL_subject_5_score numeric
@attribute AL_subject_11_score numeric
@attribute university_score numeric
@attribute gpa numeric

@data
1057,1,75,98,16,43,82,9,2,30,0,0,62,0,0,0,0,0,0,0,72,0,0,0
1058,2,86,34,21,68,98,67,2,5,0,0,46,0,0,0,0,0,0,0,32,0,71,3.16
1059,2,89,95,56,97,25,13,0,0,0,0,0,0,0,91,86,31,0,0,0,0,67,3.02
1060,1,78,23,69,43,29,79,4,0,0,59,0,0,0,0,0,0,0,5,0,5,0,0
1061,2,47,59,76,24,74,64,4,0,0,36,0,0,0,0,0,0,0,98,0,0,85,3.46
1062,2,83,68,81,53,70,1,0,0,0,0,0,0,0,40,42,34,0,0,0,0,68,3.15
1063,0,39,75,2,15,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1,30,6,62,7,66,16,4,0,0,41,0,0,0,0,0,0,0,15,0,41,0,0
1065,2,91,27,70,46,63,25,1,0,0,0,0,52,0,27,0,3,0,0,0,0,64,3.2
1066,2,80,76,13,20,89,3,3,0,29,0,0,0,46,0,0,0,50,0,0,0,89,3.15
1067,1,1,19,93,83,43,68,3,0,48,0,0,0,93,0,0,0,69,0,0,0,0,0
1068,1,38,67,13,33,8,71,1,0,0,0,0,24,0,11,0,14,0,0,0,0,0,0
1069,0,47,97,53,43,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1,99,19,40,46,33,13,0,0,0,0,0,0,0,54,50,50,0,0,0,0,0,0
1071,2,45,14,31,47,92,23,2,84,0,0,30,0,0,0,0,0,0,0,98,0,80,3.59
1072,0,67,6,96,41,78,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,2,24,34,82,10,91,40,2,1,0,0,43,0,0,0,0,0,0,0,92,0,84,4
1074,0,79,96,8,93,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,0,12,82,80,64,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,0,8,71,24,70,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0,29,32,13,43,61,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1,80,93,42,15,63,77,2,56,0,0,68,0,0,0,0,0,0,0,6,0,0,0
1079,1,7,92,90,95,21,38,3,0,84,0,0,0,81,0,0,0,9,0,0,0,0,0
1080,1,88,66,83,50,30,14,4,0,0,53,0,0,0,0,0,0,0,17,0,53,0,0
1081,0,61,90,61,5,97,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,1,8,40,91,95,39,17,2,55,0,0,88,0,0,0,0,0,0,0,49,0,0,0
1083,0,53,82,0,39,85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,51,53,77,16,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,11,62,3,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,84,64,92,86,89,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1,55,11,55,11,70,97,4,0,0,31,0,0,0,0,0,0,0,8,0,13,0,0
1088,0,5,42,59,95,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,2,42,60,62,48,14,5,2,7,0,0,38,0,0,0,0,0,0,0,74,0,65,3.29
1090,1,70,61,99,38,45,38,2,38,0,0,51,0,0,0,0,0,0,0,48,0,0,0
1091,0,69,0,59,40,51,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1,40,62,47,28,72,67,3,0,77,0,0,0,12,0,0,0,50,0,0,0,0,0
1093,0,57,72,22,12,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2,12,59,88,46,80,61,4,0,0,41,0,0,0,0,0,0,0,30,0,38,97,3.01
1095,0,51,49,87,71,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,54,15,40,73,92,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,52,84,64,24,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,2,36,66,50,51,47,73,3,0,6,0,0,0,59,0,0,0,25,0,0,0,61,3.15
1099,1,23,21,73,16,13,9,0,0,0,0,0,0,0,60,93,42,0,0,0,0,0,0
1100,2,6,78,45,31,99,77,3,0,85,0,0,0,81,0,0,0,56,0,0,0,81,3.19
1101,0,40,75,64,70,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,2,14,43,94,27,53,93,2,31,0,0,13,0,0,0,0,0,0,0,32,0,84,3.91
1103,1,74,87,7,43,45,4,1,0,0,0,0,86,0,89,0,43,0,0,0,0,0,0
1104,1,37,96,99,54,53,12,3,0,42,0,0,0,40,0,0,0,49,0,0,0,0,0
1105,1,76,65,74,25,70,24,3,0,79,0,0,0,99,0,0,0,23,0,0,0,0,0
1106,1,39,60,7,79,51,64,0,0,0,0,0,0,0,99,52,54,0,0,0,0,0,0
1107,1,72,11,36,58,20,70,1,0,0,0,0,11,0,84,0,82,0,0,0,0,0,0
1108,2,64,44,33,37,10,80,3,0,84,0,0,0,76,0,0,0,46,0,0,0,62,3.14
1109,0,26,14,83,80,65,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,31,97,78,60,85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0,51,64,8,9,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,0,99,40,73,44,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,94,90,61,22,87,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1,89,83,28,39,40,0,2,41,0,0,85,0,0,0,0,0,0,0,43,0,0,0
1115,2,96,3,46,58,94,69,3,0,35,0,0,0,78,0,0,0,93,0,0,0,65,3.29
1116,1,58,78,94,35,84,31,4,0,0,37,0,0,0,0,0,0,0,22,0,64,0,0
1117,2,90,71,71,14,0,83,2,62,0,0,67,0,0,0,0,0,0,0,42,0,93,2.57
1118,1,96,38,68,54,14,26,0,0,0,0,0,0,0,9,35,99,0,0,0,0,0,0
1119,2,99,60,42,21,39,21,4,0,0,66,0,0,0,0,0,0,0,84,0,24,81,2.66
1120,1,21,21,51,55,65,11,4,0,0,95,0,0,0,0,0,0,0,53,0,93,0,0
1121,0,54,58,89,62,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,1,59,81,41,17,34,42,4,0,0,88,0,0,0,0,0,0,0,76,0,96,0,0
1123,0,76,7,82,8,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,4,20,72,89,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1,82,64,65,64,46,81,1,0,0,0,0,0,0,30,0,73,0,0,0,0,0,0
1126,1,11,34,97,2,71,2,1,0,0,0,0,93,0,50,0,0,0,0,0,0,0,0
1127,0,63,90,89,52,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,0,30,57,44,99,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,2,0,45,11,16,34,10,0,0,0,0,0,0,0,3,49,4,0,0,0,0,65,3.56
1130,0,98,40,74,11,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,2,64,68,45,77,35,47,4,0,0,67,0,0,0,0,0,0,0,51,0,34,61,3.21
1132,2,52,69,49,58,96,23,0,0,0,0,0,0,0,50,31,40,0,0,0,0,63,3.03
1133,0,50,56,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,21,84,85,9,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,1,4,18,70,63,76,87,1,0,0,0,0,72,0,90,0,14,0,0,0,0,0,0
1136,1,52,53,61,1,3,31,2,12,0,0,99,0,0,0,0,0,0,0,66,0,0,0
1137,2,68,63,24,18,38,92,3,0,73,0,0,0,2,0,0,0,55,0,0,0,77,3.23
1138,2,75,36,22,98,74,65,2,4,0,0,61,0,0,0,0,0,0,0,6,0,67,3.44
1139,1,76,52,3,35,22,35,4,0,0,68,0,0,0,0,0,0,0,92,0,27,0,0
1140,1,94,90,50,92,69,50,2,85,0,0,93,0,0,0,0,0,0,0,2,0,0,0
1141,1,33,4,27,18,19,71,1,0,0,0,0,32,0,10,0,86,0,0,0,0,0,0
1142,1,2,3,92,6,18,7,2,76,0,0,73,0,0,0,0,0,0,0,5,0,0,0
1143,2,18,82,93,42,7,99,2,7,0,0,73,0,0,0,0,0,0,0,96,0,95,3.44
1144,2,19,45,65,52,19,93,4,0,0,77,0,0,0,0,0,0,0,68,0,43,88,2.54
1145,0,86,25,49,59,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,41,11,15,26,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,1,35,26,50,37,98,92,4,0,0,8,0,0,0,0,0,0,0,78,0,72,0,0
1148,0,80,20,8,6,45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,2,64,77,15,38,13,41,1,0,0,0,0,47,0,14,0,18,0,0,0,0,82,3.52
1150,2,54,61,62,23,13,76,4,0,0,73,0,0,0,0,0,0,0,88,0,7,79,3
1151,1,17,63,43,90,9,97,0,0,0,0,0,0,0,86,75,71,0,0,0,0,0,0
1152,1,48,27,13,93,25,80,0,0,0,0,0,0,0,6,2,12,0,0,0,0,0,0
1153,1,13,17,56,40,62,85,0,0,0,0,0,0,0,55,65,6,0,0,0,0,0,0
1154,2,58,23,33,59,64,65,0,0,0,0,0,0,0,36,38,83,0,0,0,0,93,4
1155,2,73,91,68,32,48,28,3,0,8,0,0,0,48,0,0,0,30,0,0,0,67,2.83
1156,0,35,25,63,19,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,2,20,53,37,22,67,73,2,88,0,0,89,0,0,0,0,0,0,0,86,0,67,3.12
1158,0,65,85,83,93,79,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1,69,26,95,90,5,47,0,0,0,0,0,0,0,98,50,45,0,0,0,0,0,0
1160,0,11,42,0,40,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,2,56,18,36,23,98,3,4,0,0,88,0,0,0,0,0,0,0,60,0,20,65,2.5
1162,0,64,26,75,80,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1,77,29,10,12,93,93,2,84,0,0,57,0,0,0,0,0,0,0,45,0,0,0
1164,2,31,16,90,76,7,82,4,0,0,54,0,0,0,0,0,0,0,12,0,1,90,2.59
1165,0,13,92,77,70,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,1,91,67,3,10,4,64,1,0,0,0,0,75,0,36,0,60,0,0,0,0,0,0
1167,1,3,9,50,34,90,8,1,0,0,0,0,81,0,81,0,71,0,0,0,0,0,0
1168,2,64,64,95,30,98,12,3,0,90,0,0,0,52,0,0,0,90,0,0,0,84,3.1
1169,1,29,84,23,54,80,78,1,0,0,0,0,78,0,49,0,38,0,0,0,0,0,0
1170,2,53,63,49,71,2,96,1,0,0,0,0,76,0,18,0,59,0,0,0,0,67,2.88
1171,0,46,17,92,2,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,41,47,29,19,90,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,2,93,63,40,33,75,66,3,0,78,0,0,0,29,0,0,0,65,0,0,0,67,2.83
1174,1,92,65,40,27,25,45,1,0,0,0,0,39,0,27,0,73,0,0,0,0,0,0
1175,1,84,31,65,96,90,13,4,0,0,97,0,0,0,0,0,0,0,4,0,39,0,0
1176,2,43,76,7,57,66,39,2,22,0,0,98,0,0,0,0,0,0,0,36,0,75,2.72
1177,1,47,32,5,73,12,16,1,0,0,0,0,88,0,92,0,54,0,0,0,0,0,0
1178,0,93,66,15,80,20,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,0,99,64,48,54,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,2,56,29,83,59,60,37,3,0,21,0,0,0,10,0,0,0,34,0,0,0,75,2.96
1181,2,17,42,92,86,49,19,3,0,16,0,0,0,85,0,0,0,48,0,0,0,71,2.61
1182,2,22,25,24,42,71,9,3,0,60,0,0,0,15,0,0,0,39,0,0,0,91,2.62
1183,2,83,53,25,60,79,37,2,7,0,0,34,0,0,0,0,0,0,0,43,0,61,3.45
1184,0,39,91,53,50,43,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,0,71,93,83,57,87,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,2,74,57,20,16,46,33,4,0,0,87,0,0,0,0,0,0,0,46,0,88,82,2.73
1187,0,30,59,47,64,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,2,27,81,13,24,97,21,2,81,0,0,58,0,0,0,0,0,0,0,76,0,84,2.86
1189,2,46,18,39,69,79,27,0,0,0,0,0,0,0,42,2,49,0,0,0,0,85,2.88
1190,2,36,48,77,83,49,15,0,0,0,0,0,0,0,15,20,19,0,0,0,0,88,3.49
1191,0,40,45,76,67,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,45,9,15,26,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1,27,17,59,9,1,30,3,0,94,0,0,0,25,0,0,0,84,0,0,0,0,0
1194,2,45,52,14,36,96,88,2,23,0,0,91,0,0,0,0,0,0,0,13,0,65,4
1195,0,85,72,57,16,86,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1,69,49,15,6,85,92,0,0,0,0,0,0,0,84,9,80,0,0,0,0,0,0
1197,2,60,19,31,62,76,80,3,0,74,0,0,0,94,0,0,0,2,0,0,0,67,3.14
1198,2,62,53,73,15,97,4,3,0,32,0,0,0,97,0,0,0,50,0,0,0,88,3.46
1199,0,63,46,91,1,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,2,38,97,54,72,42,87,4,0,0,73,0,0,0,0,0,0,0,56,0,73,78,2.83
1201,2,59,53,3,16,91,88,3,0,9,0,0,0,68,0,0,0,20,0,0,0,73,2.85
1202,2,2,39,83,41,56,34,1,0,0,0,0,48,0,63,0,10,0,0,0,0,86,3.31
1203,0,55,17,82,70,56,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1,78,67,6,45,81,70,4,0,0,54,0,0,0,0,0,0,0,71,0,17,0,0
1205,0,9,97,37,1,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,2,19,64,88,60,28,80,4,0,0,39,0,0,0,0,0,0,0,61,0,19,76,3.21
1207,1,9,70,69,45,61,87,3,0,85,0,0,0,92,0,0,0,28,0,0,0,0,0
1208,0,48,29,82,51,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,13,84,46,31,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,0,78,61,88,50,14,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,2,17,78,32,63,61,35,1,0,0,0,0,16,0,27,0,68,0,0,0,0,81,3.09
1212,2,41,39,92,22,61,82,2,60,0,0,43,0,0,0,0,0,0,0,96,0,91,3.2
1213,1,93,69,52,35,13,7,0,0,0,0,0,0,0,75,95,43,0,0,0,0,0,0
1214,2,0,81,8,28,39,45,3,0,79,0,0,0,79,0,0,0,53,0,0,0,78,3.44
1215,0,36,61,41,37,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,2,61,25,91,28,54,1,2,22,0,0,89,0,0,0,0,0,0,0,97,0,81,3.12
1217,2,37,47,2,54,22,16,2,53,0,0,58,0,0,0,0,0,0,0,99,0,66,4
1218,1,46,88,93,5,87,90,3,0,54,0,0,0,81,0,0,0,98,0,0,0,0,0
1219,2,11,61,76,90,62,88,2,27,0,0,54,0,0,0,0,0,0,0,99,0,83,3.41
1220,0,26,5,33,35,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,1,89,33,11,76,26,13,1,0,0,0,0,12,0,27,0,41,0,0,0,0,0,0
1222,2,94,11,67,75,88,73,2,29,0,0,39,0,0,0,0,0,0,0,1,0,81,3.4
1223,1,50,0,54,76,48,75,0,0,0,0,0,0,0,22,4,46,0,0,0,0,0,0
1224,2,5,54,41,53,46,53,0,0,0,0,0,0,0,14,49,74,0,0,0,0,99,3.08
1225,2,16,39,82,30,38,96,4,0,0,35,0,0,0,0,0,0,0,63,0,70,64,3.25
1226,1,33,54,58,88,1,88,2,26,0,0,16,0,0,0,0,0,0,0,38,0,0,0
1227,1,32,37,64,74,45,10,0,0,0,0,0,0,0,70,16,43,0,0,0,0,0,0
1228,0,81,25,10,13,52,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,2,22,19,33,20,47,96,1,0,0,0,0,70,0,97,0,22,0,0,0,0,75,3.29
1230,0,2,52,29,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,98,19,4,75,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,0,34,72,96,24,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,1,89,99,69,90,91,27,4,0,0,1,0,0,0,0,0,0,0,74,0,73,0,0
1234,2,57,73,97,30,15,95,1,0,0,0,0,30,0,49,0,20,0,0,0,0,84,2.83
1235,0,83,11,48,90,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,2,78,59,63,13,38,83,4,0,0,94,0,0,0,0,0,0,0,6,0,85,71,3.31
1237,2,7,61,41,57,0,61,0,0,0,0,0,0,0,1,19,93,0,0,0,0,82,3.7
1238,0,94,93,71,37,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,1,42,15,10,71,65,82,3,0,6,0,0,0,89,0,0,0,16,0,0,0,0,0
1240,1,51,89,70,14,86,91,2,28,0,0,20,0,0,0,0,0,0,0,92,0,0,0
1241,2,3,59,71,81,89,68,4,0,0,61,0,0,0,0,0,0,0,10,0,33,83,3.57
1242,0,8,49,22,81,92,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2,20,38,55,34,77,2,3,0,9,0,0,0,89,0,0,0,45,0,0,0,98,3.86
1244,0,48,27,37,59,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,2,60,42,41,52,34,85,1,0,0,0,0,38,0,14,0,69,0,0,0,0,74,3.32
1246,0,86,78,73,55,78,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,2,15,24,0,30,32,57,4,0,0,58,0,0,0,0,0,0,0,69,0,11,80,3.53
1248,1,20,68,5,44,20,51,1,0,0,0,0,78,0,82,0,95,0,0,0,0,0,0
1249,1,93,75,65,34,70,32,3,0,40,0,0,0,45,0,0,0,42,0,0,0,0,0
1250,2,15,19,25,61,11,6,2,76,0,0,15,0,0,0,0,0,0,0,4,0,94,4
1251,0,91,55,39,34,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,2,18,16,72,15,34,69,4,0,0,56,0,0,0,0,0,0,0,56,0,44,90,3.16
1253,2,30,85,70,0,17,83,1,0,0,0,0,50,0,57,0,61,0,0,0,0,96,3.1
1254,0,27,7,92,2,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,1,66,46,97,97,28,9,3,0,87,0,0,0,19,0,0,0,25,0,0,0,0,0
1256,1,30,19,34,68,13,48,2,75,0,0,58,0,0,0,0,0,0,0,33,0,0,0
1257,1,16,1,5,41,98,30,0,0,0,0,0,0,0,55,13,82,0,0,0,0,0,0
1258,2,65,92,22,23,79,19,2,7,0,0,85,0,0,0,0,0,0,0,49,0,88,3.27
1259,0,27,44,24,95,92,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,2,39,14,24,22,49,70,3,0,6,0,0,0,23,0,0,0,26,0,0,0,87,3.49
1261,0,59,44,5,39,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1,17,43,27,17,92,33,1,0,0,0,0,57,0,3,0,76,0,0,0,0,0,0
1263,1,92,90,85,10,59,29,1,0,0,0,0,73,0,53,0,65,0,0,0,0,0,0
1264,1,2,18,84,26,83,71,2,42,0,0,40,0,0,0,0,0,0,0,64,0,0,0
1265,0,74,38,29,80,67,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,2,58,69,55,22,48,2,4,0,0,37,0,0,0,0,0,0,0,40,0,75,78,2.85
1267,2,49,48,54,76,35,94,2,34,0,0,20,0,0,0,0,0,0,0,25,0,79,2.51
1268,0,50,30,62,20,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,1,31,9,37,82,76,31,1,0,0,0,0,74,0,51,0,31,0,0,0,0,0,0
1270,0,48,39,34,90,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,1,44,92,1,82,19,47,1,0,0,0,0,47,0,36,0,55,0,0,0,0,0,0
1272,1,4,18,59,48,6,3,1,0,0,0,0,9,0,7,0,53,0,0,0,0,0,0
1273,0,37,7,5,87,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,1,40,91,70,66,39,30,3,0,57,0,0,0,5,0,0,0,71,0,0,0,0,0
1275,1,37,20,27,40,70,62,3,0,15,0,0,0,27,0,0,0,0,0,0,0,0,0
1276,0,53,63,58,17,47,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,79,68,51,77,14,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,2,36,63,87,68,34,60,1,0,0,0,0,65,0,0,0,80,0,0,0,0,70,3.32
1279,2,8,39,87,87,81,8,0,0,0,0,0,0,0,49,12,71,0,0,0,0,70,2.72
1280,1,17,64,40,81,3,20,1,0,0,0,0,12,0,58,0,96,0,0,0,0,0,0
1281,1,86,74,1,45,20,10,4,0,0,59,0,0,0,0,0,0,0,7,0,23,0,0
1282,0,20,45,62,37,50,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,1,55,47,41,80,17,43,1,0,0,0,0,91,0,45,0,85,0,0,0,0,0,0
1284,1,86,52,38,45,8,47,2,50,0,0,31,0,0,0,0,0,0,0,9,0,0,0
1285,0,59,54,85,62,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,1,28,51,29,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,2,94,56,41,18,29,74,1,0,0,0,0,97,0,9,0,14,0,0,0,0,62,3.17
1288,2,42,69,1,73,75,71,4,0,0,65,0,0,0,0,0,0,0,40,0,75,99,2.65
1289,0,62,63,82,97,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,34,45,56,59,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,36,47,61,45,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1,44,26,20,27,82,90,3,0,48,0,0,0,75,0,0,0,33,0,0,0,0,0
1293,1,25,49,28,99,29,46,1,0,0,0,0,17,0,69,0,97,0,0,0,0,0,0
1294,1,60,19,9,19,65,62,3,0,69,0,0,0,73,0,0,0,9,0,0,0,0,0
1295,2,62,95,80,55,20,85,2,55,0,0,28,0,0,0,0,0,0,0,55,0,64,3.57
1296,1,44,26,27,70,59,41,2,78,0,0,25,0,0,0,0,0,0,0,28,0,0,0
1297,2,38,5,47,69,74,8,2,66,0,0,45,0,0,0,0,0,0,0,0,0,80,3.49
1298,2,11,37,11,92,73,71,1,0,0,0,0,69,0,63,0,45,0,0,0,0,62,3.19
1299,0,30,76,0,36,72,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1,88,67,13,51,77,40,0,0,0,0,0,0,0,64,36,18,0,0,0,0,0,0
1301,1,56,35,42,10,69,88,4,0,0,27,0,0,0,0,0,0,0,40,0,76,0,0
1302,2,6,14,88,80,59,7,3,0,9,0,0,0,87,0,0,0,93,0,0,0,61,2.94
1303,2,57,83,51,7,11,99,2,58,0,0,39,0,0,0,0,0,0,0,36,0,98,3.66
1304,0,44,22,87,95,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,1,73,1,18,83,1,51,1,0,0,0,0,25,0,33,0,41,0,0,0,0,0,0
1306,1,37,50,10,22,30,36,4,0,0,45,0,0,0,0,0,0,0,39,0,29,0,0
1307,0,68,76,24,55,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,28,80,48,82,97,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,1,5,85,1,74,5,76,2,49,0,0,93,0,0,0,0,0,0,0,83,0,0,0
1310,2,5,98,46,55,47,29,1,0,0,0,0,82,0,23,0,64,0,0,0,0,80,2.92
1311,2,13,31,49,31,38,58,2,63,0,0,46,0,0,0,0,0,0,0,5,0,73,2.87
1312,0,20,76,72,85,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,2,15,26,40,78,48,41,3,0,56,0,0,0,14,0,0,0,91,0,0,0,71,2.39
1314,1,76,65,66,57,12,83,2,32,0,0,21,0,0,0,0,0,0,0,75,0,0,0
1315,2,98,59,34,68,7,58,4,0,0,71,0,0,0,0,0,0,0,41,0,41,68,3.33
1316,2,38,54,46,36,44,42,4,0,0,14,0,0,0,0,0,0,0,10,0,96,70,3.46
1317,2,51,54,37,28,32,55,0,0,0,0,0,0,0,19,94,38,0,0,0,0,73,3.36
1318,2,87,26,69,10,98,33,3,0,3,0,0,0,93,0,0,0,73,0,0,0,79,2.88
1319,1,81,46,84,87,93,60,3,0,69,0,0,0,85,0,0,0,22,0,0,0,0,0
1320,1,67,51,58,39,1,27,3,0,12,0,0,0,48,0,0,0,74,0,0,0,0,0
1321,1,13,69,71,78,39,16,1,0,0,0,0,6,0,28,0,98,0,0,0,0,0,0
1322,0,18,61,42,26,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,0,48,65,37,97,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,20,2,14,14,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,2,58,30,73,16,63,79,0,0,0,0,0,0,0,28,81,19,0,0,0,0,77,3.26
1326,1,81,27,83,19,27,93,3,0,82,0,0,0,78,0,0,0,15,0,0,0,0,0
1327,1,34,80,65,68,32,60,2,33,0,0,38,0,0,0,0,0,0,0,56,0,0,0
1328,2,85,70,98,40,4,52,2,1,0,0,90,0,0,0,0,0,0,0,51,0,69,2.86
1329,1,82,17,69,59,99,82,4,0,0,27,0,0,0,0,0,0,0,71,0,89,0,0
1330,2,47,7,91,67,98,24,1,0,0,0,0,36,0,9,0,91,0,0,0,0,88,3.69
