profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,AL_stream,AL_subject_0_score,AL_subject_1_score,AL_subject_2_score,university_score,gpa
674,2,14,87,76,20,1,4,59,,84,3.72
675,1,34,17,12,85,3,,,,,
676,0,13,60,86,51,,,,,,
677,0,60,45,57,64,,,,,,
678,1,44,29,91,79,3,,,,,
679,2,33,94,87,67,3,,,,93,2.88
680,0,48,64,94,57,,,,,,
681,2,36,4,48,86,2,,,,95,2.94
682,1,2,20,73,86,3,,,,,
683,1,67,23,99,76,0,46,2,59,,
684,2,13,78,15,82,2,,,,72,3.8
685,2,50,16,9,69,1,72,80,,60,3.11
686,0,8,94,27,9,,,,,,
687,2,73,18,44,65,3,,,,74,3.21
688,0,50,83,5,2,,,,,,
689,0,99,18,92,68,,,,,,
690,0,65,96,24,99,,,,,,
691,0,70,64,47,93,,,,,,
692,0,87,93,61,67,,,,,,
693,1,89,65,82,79,4,,,,,
694,1,75,27,64,19,2,,,,,
695,0,21,56,8,58,,,,,,
696,0,64,8,20,21,,,,,,
697,1,95,7,97,75,3,,,,,
698,1,33,98,87,12,4,,,,,
699,1,15,76,15,20,0,71,14,40,,
700,1,88,16,41,99,0,87,29,34,,
701,2,6,88,71,76,4,,,,68,3.46
702,0,98,32,61,92,,,,,,
703,1,15,34,78,1,3,,,,,
704,2,75,33,59,80,0,14,22,27,74,3.96
705,2,37,49,48,55,3,,,,73,3.87
706,0,86,57,58,14,,,,,,
707,2,23,18,90,53,1,41,48,,84,2.91
708,2,76,94,5,37,1,43,57,,89,4.0
709,2,32,11,65,42,2,,,,63,3.02
710,2,53,42,92,47,4,,,,60,2.98
711,0,87,92,49,45,,,,,,
712,1,40,4,77,98,0,63,73,81,,
713,0,28,29,19,85,,,,,,
714,0,8,50,21,9,,,,,,
715,1,8,31,83,55,1,33,40,,,
716,2,99,0,21,49,2,,,,71,3.31
717,0,42,67,80,59,,,,,,
718,1,21,0,50,72,1,62,29,,,
719,2,57,39,93,34,0,4,42,25,66,3.45
720,2,73,28,32,51,0,56,10,83,87,2.67
721,2,23,5,68,94,1,0,64,,81,2.9
722,0,35,22,86,86,,,,,,
723,0,45,73,12,45,,,,,,
724,0,92,34,10,82,,,,,,
725,1,52,46,73,20,0,26,29,62,,
726,0,68,21,17,0,,,,,,
727,1,4,38,66,69,3,,,,,
728,0,38,40,84,96,,,,,,
729,2,61,15,76,31,0,83,34,99,85,3.2
730,0,30,1,81,31,,,,,,
731,1,79,71,5,12,4,,,,,
732,2,2,47,11,97,4,,,,66,3.91
733,0,39,53,99,14,,,,,,
734,2,16,82,27,92,0,42,64,25,85,2.83
735,0,61,98,17,31,,,,,,
736,2,83,90,47,47,0,96,87,72,82,3.22
737,2,92,2,58,73,1,48,90,,82,3.33
738,1,32,0,97,46,0,58,20,96,,
739,2,26,88,6,47,1,27,15,,63,3.03
740,2,49,50,62,80,4,,,,98,3.06
741,1,22,87,82,63,1,98,87,,,
742,1,74,72,48,61,0,99,90,62,,
743,2,50,55,32,82,0,28,2,78,91,3.32
744,0,54,77,7,80,,,,,,
745,2,21,2,77,84,1,76,7,,62,3.36
746,0,68,53,75,92,,,,,,
747,2,20,41,22,55,0,17,47,53,99,2.92
748,2,16,69,40,89,4,,,,74,3.14
749,1,36,7,42,84,4,,,,,
750,1,72,14,34,6,3,,,,,
751,0,0,97,66,83,,,,,,
752,2,98,86,79,96,4,,,,79,4.0
753,0,36,94,75,31,,,,,,
754,0,19,10,80,51,,,,,,
755,2,5,52,96,92,4,,,,71,2.97
756,0,98,91,23,83,,,,,,
757,2,8,55,83,10,1,89,48,,91,3.4
758,2,65,75,19,10,4,,,,77,3.48
759,1,62,47,85,39,3,,,,,
760,0,23,66,80,94,,,,,,
761,1,90,80,17,59,3,,,,,
762,2,60,20,87,11,0,36,69,35,97,2.79
763,1,12,27,60,23,2,,,,,
764,0,91,0,62,13,,,,,,
765,1,45,49,49,27,4,,,,,
766,0,37,24,39,64,,,,,,
767,0,13,68,61,37,,,,,,
768,0,71,62,66,29,,,,,,
769,0,36,51,36,62,,,,,,
770,0,16,38,0,41,,,,,,
771,2,52,89,13,17,4,,,,74,2.98
772,0,78,32,12,2,,,,,,
773,0,94,23,6,15,,,,,,
774,0,62,60,45,24,,,,,,
775,2,70,8,22,86,3,,,,76,2.8
776,1,12,3,38,69,1,76,58,,,
777,2,58,12,81,20,2,,,,84,3.11
778,1,1,6,24,27,0,36,76,67,,
779,0,10,67,14,5,,,,,,
780,2,44,15,13,6,0,26,69,97,60,3.83
781,1,70,33,35,51,1,23,13,,,
782,2,2,61,73,9,3,,,,90,3.18
783,0,67,65,45,32,,,,,,
784,1,56,28,46,80,2,,,,,
785,0,98,75,13,48,,,,,,
786,2,53,12,89,87,4,,,,60,2.81
787,0,44,80,66,20,,,,,,
788,0,65,81,85,19,,,,,,
789,2,96,23,48,12,1,74,23,,80,3.65
790,2,21,58,35,79,3,,,,65,2.31
791,1,47,85,17,37,0,71,13,94,,
792,1,17,0,31,89,3,,,,,
793,1,50,67,96,57,0,56,41,1,,
794,0,67,97,89,79,,,,,,
795,0,48,65,73,68,,,,,,
796,1,70,9,88,25,0,64,16,35,,
797,1,27,30,22,30,1,88,74,,,
798,1,4,59,23,48,0,82,82,25,,
799,1,1,11,97,45,2,,,,,
800,2,70,53,84,96,1,66,82,,81,2.91
801,2,5,42,57,85,1,28,82,,78,3.02
802,1,40,41,30,53,1,78,12,,,
803,2,73,97,78,8,3,,,,97,2.79
804,1,45,8,9,78,4,,,,,
805,1,20,80,49,82,4,,,,,
806,0,20,62,92,62,,,,,,
807,2,40,57,1,6,1,34,25,,66,3.05
808,1,56,89,46,31,1,67,88,,,
809,1,84,41,24,72,1,24,71,,,
810,2,12,46,28,94,0,80,81,70,67,2.84
811,1,84,89,81,82,1,27,76,,,
812,2,68,91,79,9,2,,,,89,3.03
813,1,39,16,9,81,0,41,22,49,,
814,1,14,48,6,33,3,,,,,
815,2,97,52,70,96,0,58,24,58,77,3.16
816,2,26,44,53,90,3,,,,73,2.44
817,0,61,88,50,83,,,,,,
818,0,5,36,30,25,,,,,,
819,2,66,19,79,18,1,17,44,,97,3.32
820,0,42,91,62,7,,,,,,
821,1,59,76,24,37,3,,,,,
822,0,87,17,25,52,,,,,,
823,2,7,80,78,81,1,6,18,,69,2.99
824,1,35,45,15,64,3,,,,,
825,1,11,96,87,61,3,,,,,
826,2,25,24,18,4,2,,,,79,3.07
827,0,52,3,64,80,,,,,,
828,1,3,61,14,88,1,64,13,,,
829,1,50,89,78,10,2,,,,,
830,0,86,17,95,71,,,,,,
831,1,92,90,91,48,3,,,,,
832,1,92,45,42,12,3,,,,,
833,2,92,57,5,47,3,,,,80,2.23
834,2,77,24,77,30,2,,,,79,2.74
835,1,77,67,96,68,3,,,,,
836,2,22,20,38,44,1,44,11,,72,2.89
837,1,94,46,64,80,2,,,,,
838,2,97,64,98,86,4,,,,88,3.82
839,1,62,72,50,14,3,,,,,
840,1,73,39,27,92,0,12,78,96,,
841,0,1,94,99,62,,,,,,
842,1,34,17,89,59,0,88,32,86,,
843,2,62,17,53,86,0,42,8,93,68,2.78
844,2,18,98,67,96,3,,,,77,3.48
845,1,32,74,56,9,3,,,,,
846,2,38,7,85,93,0,44,23,28,98,2.89
847,1,83,62,45,94,2,,,,,
848,1,47,57,87,94,1,96,76,,,
849,2,51,83,19,82,4,,,,99,3.57
850,1,41,69,90,55,3,,,,,
851,1,66,96,59,49,4,,,,,
852,1,61,11,17,88,0,73,56,31,,
853,2,9,0,92,22,2,,,,62,2.94
854,1,30,60,39,56,0,65,80,93,,
855,1,98,53,24,24,2,,,,,
856,2,96,98,20,96,4,,,,95,2.68
857,0,4,57,98,2,,,,,,
858,2,21,67,40,44,1,98,78,,93,3.45
859,2,73,53,16,57,3,,,,88,3.3
860,1,32,50,6,61,2,,,,,
861,2,84,95,86,36,2,,,,88,2.62
862,2,51,55,23,66,2,,,,79,2.51
863,1,4,21,2,41,3,,,,,
864,1,54,1,66,55,1,96,71,,,
865,1,18,57,84,22,3,,,,,
866,0,12,97,13,30,,,,,,
867,0,17,91,51,34,,,,,,
868,0,85,40,41,56,,,,,,
869,1,1,95,65,99,1,71,94,,,
870,2,75,57,35,95,4,,,,81,2.82
871,1,65,32,71,35,1,18,29,,,
872,2,61,82,60,87,1,33,39,,90,3.38
873,0,54,5,11,50,,,,,,
874,1,27,44,14,6,0,34,51,95,,
875,2,83,82,39,52,1,36,12,,66,3.73
876,0,14,95,77,30,,,,,,
877,0,36,80,63,65,,,,,,
878,2,16,7,69,44,2,,,,92,3.06
879,0,75,44,62,35,,,,,,
880,0,21,83,85,79,,,,,,
881,0,29,50,45,92,,,,,,
882,1,42,31,51,33,1,41,29,,,
883,2,44,95,30,64,0,79,93,15,93,2.82
884,1,31,76,95,77,2,,,,,
885,2,90,44,75,25,0,49,75,45,98,3.43
886,1,29,47,19,69,2,,,,,
887,0,33,56,18,87,,,,,,
888,1,70,88,13,65,3,,,,,
889,2,46,16,31,13,1,24,69,,68,4.0
890,0,50,67,62,76,,,,,,
891,0,37,2,57,83,,,,,,
892,2,89,23,58,91,0,19,52,72,85,2.88
893,2,22,81,83,67,1,33,89,,70,2.78
894,1,75,78,21,25,2,,,,,
895,0,33,81,84,39,,,,,,
896,2,10,5,58,87,0,4,27,97,85,3.57
897,2,29,32,83,63,3,,,,71,3.39
898,0,43,31,50,59,,,,,,
899,0,79,24,8,29,,,,,,
900,1,58,44,88,2,0,82,7,74,,
901,2,19,90,59,23,0,62,11,29,76,2.87
902,1,40,28,16,93,1,42,31,,,
903,0,63,49,40,58,,,,,,
904,0,4,69,99,41,,,,,,
905,2,23,48,41,53,4,,,,87,2.02
906,0,58,96,74,52,,,,,,
907,2,93,88,13,99,4,,,,97,3.05
908,2,59,24,57,3,4,,,,76,3.13
909,2,4,47,58,0,1,82,27,,83,3.47
910,1,5,46,54,48,1,84,37,,,
911,0,46,20,68,25,,,,,,
912,2,77,32,34,4,2,,,,97,2.36
913,1,8,92,15,61,0,89,58,92,,
914,0,23,81,10,28,,,,,,
915,0,25,85,84,73,,,,,,
916,2,15,37,12,5,2,,,,89,2.88
917,2,73,94,49,54,1,15,83,,81,2.62
918,0,45,15,84,59,,,,,,
919,1,53,85,93,74,4,,,,,
920,1,96,92,97,67,3,,,,,
921,1,44,90,79,96,0,37,80,63,,
922,2,76,81,86,4,2,,,,67,3.39
923,0,49,1,5,24,,,,,,
924,1,20,21,79,60,0,59,32,53,,
925,1,97,98,70,77,2,,,,,
926,0,27,19,16,32,,,,,,
927,2,72,47,23,77,1,79,51,,86,2.59
928,0,13,80,96,14,,,,,,
929,0,87,8,31,16,,,,,,
930,2,13,86,54,62,1,2,13,,92,3.18
931,0,94,94,87,32,,,,,,
932,0,74,54,68,24,,,,,,
933,1,43,53,50,29,0,63,65,90,,
934,2,31,43,39,85,0,51,35,81,76,3.11
935,2,39,27,88,43,4,,,,85,2.92
936,0,42,68,42,28,,,,,,
937,0,45,53,72,18,,,,,,
938,0,33,34,89,27,,,,,,
939,2,60,45,13,51,2,,,,65,2.43
940,0,58,25,97,18,,,,,,
941,2,12,65,62,98,3,,,,71,3.46
942,0,40,19,45,58,,,,,,
943,1,22,59,18,97,4,,,,,
944,0,23,89,39,82,,,,,,
945,2,30,24,90,52,2,,,,88,2.78
946,0,38,57,75,24,,,,,,
947,1,47,70,35,62,1,69,95,,,
948,1,47,15,36,68,0,57,73,75,,
949,2,19,13,12,57,4,,,,77,3.25
950,1,93,2,96,72,0,36,36,79,,
951,1,47,82,1,54,4,,,,,
952,1,39,51,59,24,3,,,,,
953,0,60,59,48,86,,,,,,
954,0,49,41,93,62,,,,,,
955,0,17,37,45,12,,,,,,
956,0,72,36,73,18,,,,,,
957,0,58,99,37,25,,,,,,
958,1,91,46,37,23,2,,,,,
959,1,78,76,60,82,1,84,66,,,
960,2,16,46,30,77,0,9,95,65,68,3.53
961,2,93,92,46,18,3,,,,88,3.89
962,0,35,0,31,83,,,,,,
963,2,22,63,38,97,3,,,,91,3.47
964,1,17,64,86,45,2,,,,,
965,0,47,47,20,54,,,,,,
966,0,44,89,28,34,,,,,,
967,1,1,84,69,77,1,20,52,,,
968,1,10,89,59,32,3,,,,,
969,1,82,94,40,46,2,,,,,
970,0,10,16,76,62,,,,,,
971,2,99,42,73,96,0,2,92,16,79,2.67
972,0,19,61,19,40,,,,,,
973,2,40,17,70,53,0,72,1,47,64,3.5
974,2,9,64,63,48,1,49,17,,79,3.78
975,2,94,75,54,19,0,32,11,71,92,3.46
976,0,36,30,12,13,,,,,,
977,1,41,39,58,33,2,,,,,
978,1,38,31,46,9,0,94,9,89,,
979,0,0,0,62,10,,,,,,
980,0,63,59,36,9,,,,,,
981,0,46,57,39,88,,,,,,
982,2,8,89,66,69,0,72,78,1,85,2.8
983,1,43,78,26,93,4,,,,,
984,2,49,75,97,13,1,38,52,,98,3.47
985,0,32,42,50,55,,,,,,
986,0,63,28,15,98,,,,,,
987,0,49,18,73,94,,,,,,
988,0,91,90,6,67,,,,,,
989,1,73,18,99,11,4,,,,,
990,2,6,3,2,33,4,,,,80,3.03
991,0,82,32,8,10,,,,,,
992,0,82,20,75,89,,,,,,
993,0,22,35,95,45,,,,,,
994,2,16,59,8,24,3,,,,81,2.95
995,0,34,30,61,52,,,,,,
996,1,67,89,74,31,1,80,70,,,
997,1,3,84,71,4,4,,,,,
998,2,43,1,46,96,0,58,37,12,88,3.27
999,0,80,27,59,80,,,,,,
1000,2,58,73,98,74,0,76,1,60,61,2.78
1001,2,61,17,6,25,3,,,,94,2.01
1002,1,36,27,93,88,1,64,83,,,
1003,0,58,27,26,60,,,,,,
1004,1,65,6,56,84,3,,,,,
1005,0,53,2,9,3,,,,,,
1006,0,79,79,15,88,,,,,,
1007,0,95,91,15,48,,,,,,
1008,2,97,65,44,65,1,50,25,,61,3.04
1009,1,52,68,0,98,3,,,,,
1010,1,36,78,47,31,4,,,,,
1011,0,79,38,50,66,,,,,,
1012,0,91,26,43,91,,,,,,
1013,1,72,46,16,64,0,39,40,62,,
1014,0,6,32,64,48,,,,,,
1015,1,11,45,41,0,3,,,,,
1016,2,73,40,89,7,4,,,,70,2.64
1017,2,4,76,61,11,0,5,13,76,78,3.37
1018,1,68,27,59,30,1,97,40,,,
1019,2,34,95,30,63,4,,,,98,4.0
1020,1,29,12,53,31,3,,,,,
1021,0,59,87,50,38,,,,,,
1022,1,88,53,87,16,3,,,,,
1023,1,12,8,85,20,3,,,,,
1024,2,75,10,81,98,1,7,29,,80,3.45
1025,1,24,49,48,9,0,8,50,67,,
1026,0,20,49,38,82,,,,,,
1027,0,51,11,98,90,,,,,,
1028,2,66,22,2,3,0,88,70,56,69,3.2
1029,0,29,66,83,54,,,,,,
1030,1,80,37,44,62,1,12,16,,,
1031,2,38,75,3,22,0,81,22,52,82,3.49
1032,1,2,32,71,49,1,23,97,,,
1033,1,28,94,65,83,2,,,,,
1034,1,22,96,56,79,0,39,14,12,,
1035,1,6,31,97,43,4,,,,,
1036,0,74,96,30,97,,,,,,
1037,0,80,8,6,68,,,,,,
1038,1,38,20,90,26,4,,,,,
1039,0,78,84,78,3,,,,,,
1040,2,46,53,46,49,1,75,21,,65,2.94
1041,0,99,75,25,54,,,,,,
1042,2,5,67,68,14,2,,,,95,3.83
1043,2,96,74,4,71,3,,,,99,2.46
1044,1,10,65,16,85,1,84,77,,,
1045,1,48,25,50,49,0,60,50,17,,
1046,1,8,75,90,47,0,15,90,4,,
1047,0,38,59,92,87,,,,,,
1048,0,13,48,10,90,,,,,,
1049,2,55,76,38,18,0,79,1,36,76,2.74
1050,2,41,32,51,79,1,58,44,,79,3.71
1051,0,4,77,68,15,,,,,,
1052,2,95,72,61,75,2,,,,88,3.84
1053,0,1,21,54,37,,,,,,
1054,1,46,48,91,49,0,39,4,28,,
1055,2,26,11,25,87,3,,,,93,3.02
1056,1,33,52,77,8,0,17,83,19,,
1057,1,89,84,27,15,3,,,,,
1058,2,5,64,29,59,4,,,,68,3.6
1059,2,91,26,27,1,3,,,,98,2.74
1060,1,99,8,74,43,0,14,18,10,,
1061,1,55,57,42,11,1,93,62,,,
1062,1,68,0,90,40,4,,,,,
1063,1,25,26,57,48,1,39,0,,,
1064,0,7,58,73,28,,,,,,
1065,1,22,49,53,0,3,,,,,
1066,0,17,31,96,5,,,,,,
1067,1,89,39,80,97,3,,,,,
1068,0,37,20,4,67,,,,,,
1069,0,8,60,47,8,,,,,,
1070,1,79,3,56,4,2,,,,,
1071,0,78,78,71,22,,,,,,
1072,2,22,1,87,96,0,61,11,58,84,3.35
1073,1,46,34,8,78,0,47,85,53,,
1074,1,72,4,33,18,4,,,,,
1075,2,29,40,93,20,4,,,,76,2.78
1076,1,66,14,50,56,4,,,,,
1077,0,17,7,91,95,,,,,,
1078,0,90,27,86,33,,,,,,
1079,2,81,87,57,22,3,,,,73,3.02
1080,2,48,77,43,23,4,,,,77,3.14
1081,2,70,44,56,94,4,,,,95,2.81
1082,1,23,29,74,59,1,86,80,,,
1083,2,78,81,96,73,4,,,,70,2.78
1084,1,80,95,41,24,1,9,51,,,
1085,2,67,44,75,16,3,,,,87,2.83
1086,0,61,66,2,82,,,,,,
1087,2,61,54,22,28,0,18,8,26,68,2.71
1088,0,27,99,44,3,,,,,,
1089,0,79,42,40,83,,,,,,
1090,0,73,91,97,74,,,,,,
1091,2,45,75,9,60,4,,,,95,3.47
1092,2,62,8,34,30,0,55,71,52,69,3.38
1093,2,66,38,19,74,2,,,,92,3.43
1094,1,84,87,97,11,2,,,,,
1095,0,79,18,81,63,,,,,,
1096,2,22,42,60,88,4,,,,86,3.36
1097,0,57,71,6,47,,,,,,
1098,2,34,76,28,62,3,,,,93,3.56
1099,2,46,40,11,35,0,9,72,33,80,3.54
1100,0,48,8,43,66,,,,,,
1101,2,35,59,54,49,4,,,,74,3.16
1102,1,83,52,5,52,3,,,,,
1103,2,82,67,21,63,2,,,,64,3.18
1104,0,32,40,1,76,,,,,,
1105,2,49,16,33,96,4,,,,76,3.84
1106,1,87,7,32,82,1,32,99,,,
1107,1,15,90,98,51,1,90,48,,,
1108,2,16,75,29,7,1,12,68,,90,3.53
1109,1,77,12,66,62,1,47,35,,,
1110,1,73,18,62,43,3,,,,,
1111,2,71,35,42,62,4,,,,89,2.72
1112,0,12,91,79,83,,,,,,
1113,0,22,80,69,95,,,,,,
1114,0,73,95,59,6,,,,,,
1115,1,37,39,29,78,1,44,61,,,
1116,2,80,85,34,33,0,0,33,98,60,3.11
1117,0,65,83,39,87,,,,,,
1118,2,39,97,25,26,4,,,,81,3.37
1119,2,90,61,77,45,2,,,,65,3.65
1120,0,63,35,97,61,,,,,,
1121,2,2,70,11,4,4,,,,69,3.84
1122,0,83,52,30,6,,,,,,
1123,1,16,80,38,12,2,,,,,
1124,2,69,34,74,34,0,47,35,96,64,2.78
1125,1,99,43,12,40,0,94,16,33,,
1126,1,21,83,98,17,2,,,,,
1127,2,46,85,90,65,4,,,,93,3.11
1128,2,12,21,65,55,0,15,95,40,90,2.66
1129,2,49,2,61,24,2,,,,81,2.75
1130,2,62,96,30,41,0,39,73,99,63,2.67
1131,2,23,65,99,81,3,,,,79,3.43
1132,0,86,0,8,71,,,,,,
1133,1,19,42,75,90,3,,,,,
1134,1,8,34,48,87,4,,,,,
1135,1,43,77,72,94,3,,,,,
1136,1,47,87,62,16,0,53,16,75,,
1137,2,86,7,99,7,0,48,73,0,64,3.38
1138,1,29,76,94,85,2,,,,,
1139,2,18,54,3,52,1,18,9,,87,3.13
1140,1,70,83,88,38,4,,,,,
1141,2,70,49,27,27,4,,,,94,3.22
1142,2,93,74,17,76,1,84,77,,93,3.33
1143,0,16,15,83,88,,,,,,
1144,0,38,57,69,38,,,,,,
1145,2,99,57,48,73,3,,,,69,2.58
1146,0,70,46,96,2,,,,,,
1147,2,35,96,46,28,0,34,84,10,75,3.93
1148,1,98,62,97,37,1,29,9,,,
1149,0,87,30,24,88,,,,,,
1150,2,6,40,90,4,3,,,,95,2.78
1151,0,7,36,36,33,,,,,,
1152,0,46,75,64,10,,,,,,
1153,0,68,88,85,88,,,,,,
1154,1,74,13,75,91,4,,,,,
1155,0,69,44,57,91,,,,,,
1156,1,12,99,51,82,4,,,,,
1157,1,82,85,64,52,0,52,95,41,,
1158,2,15,13,29,10,3,,,,82,3.16
1159,2,41,43,50,50,3,,,,88,3.63
1160,0,63,80,36,18,,,,,,
1161,1,41,28,48,42,0,49,94,36,,
1162,0,4,37,55,8,,,,,,
1163,2,69,75,73,85,1,69,15,,64,4.0
1164,1,90,94,32,10,1,37,49,,,
1165,1,99,7,78,30,1,8,81,,,
1166,1,69,88,58,83,1,68,70,,,
1167,1,87,77,4,2,2,,,,,
1168,2,82,41,42,36,1,14,84,,83,3.05
1169,1,4,18,1,78,2,,,,,
1170,0,56,97,50,41,,,,,,
1171,0,93,18,8,19,,,,,,
1172,1,14,6,35,43,1,61,46,,,
1173,2,38,31,67,35,3,,,,72,2.77
1174,0,19,7,88,50,,,,,,
1175,0,11,87,20,79,,,,,,
1176,1,38,34,31,78,3,,,,,
1177,2,32,69,59,26,2,,,,70,2.71
1178,0,23,1,17,50,,,,,,
1179,0,28,82,69,18,,,,,,
1180,0,47,69,65,48,,,,,,
1181,1,98,95,6,56,4,,,,,
1182,1,56,31,85,63,2,,,,,
1183,1,48,94,28,88,0,30,0,49,,
1184,1,88,77,65,52,2,,,,,
1185,1,18,73,73,46,1,71,20,,,
1186,2,4,30,40,47,1,68,76,,89,3.49
1187,0,77,36,20,25,,,,,,
1188,2,82,77,6,56,3,,,,83,2.87
1189,1,51,74,33,92,1,44,51,,,
1190,2,46,29,42,18,0,4,66,89,97,3.06
1191,1,24,64,86,78,4,,,,,
1192,2,44,16,30,76,4,,,,63,3.91
1193,1,37,56,9,70,1,25,35,,,
1194,2,48,39,56,78,2,,,,76,2.55
1195,0,97,78,71,11,,,,,,
1196,2,2,16,11,55,1,97,38,,97,3.55
1197,0,2,58,1,78,,,,,,
1198,2,13,28,91,91,1,34,9,,97,3.14
1199,1,61,56,56,63,0,22,60,34,,
1200,2,59,6,38,12,4,,,,81,2.84
1201,0,52,29,44,76,,,,,,
1202,2,51,73,0,23,3,,,,99,3.88
1203,1,34,39,47,21,2,,,,,
1204,1,49,47,74,35,3,,,,,
1205,2,33,10,17,61,1,43,15,,65,3.19
1206,2,50,1,13,85,4,,,,80,3.02
1207,2,16,37,64,34,4,,,,71,3.4
1208,1,8,23,27,81,0,57,29,84,,
1209,2,61,41,98,23,2,,,,79,2.29
1210,2,1,51,13,35,4,,,,90,3.39
1211,2,77,80,66,34,4,,,,90,3.61
1212,0,0,43,11,77,,,,,,
1213,1,16,59,34,82,3,,,,,
1214,0,90,96,81,32,,,,,,
1215,0,42,66,28,95,,,,,,
1216,0,82,90,9,43,,,,,,
1217,1,84,89,68,6,4,,,,,
1218,0,87,7,71,97,,,,,,
1219,2,20,0,82,40,1,71,22,,64,3.64
1220,1,34,59,36,0,0,4,9,38,,
1221,1,81,40,70,66,2,,,,,
1222,2,1,34,99,61,4,,,,70,2.72
1223,2,14,1,70,47,1,33,47,,66,3.08
1224,0,10,8,12,0,,,,,,
1225,0,16,97,99,1,,,,,,
1226,2,27,11,11,70,1,46,5,,63,3.51
1227,2,86,22,68,91,3,,,,84,3.08
1228,2,85,44,39,97,0,67,60,64,64,3.15
1229,2,46,9,55,48,3,,,,83,3.15
1230,2,1,52,99,78,1,1,39,,85,3.36
1231,1,29,97,4,34,4,,,,,
1232,2,55,96,30,0,1,43,88,,91,3.82
1233,1,79,73,22,76,2,,,,,
1234,2,23,64,34,75,4,,,,64,3.67
1235,1,4,10,0,64,2,,,,,
1236,2,28,29,35,61,2,,,,72,3.92
1237,0,77,99,33,87,,,,,,
1238,1,14,79,58,3,4,,,,,
1239,1,90,61,45,55,2,,,,,
1240,1,11,67,85,35,2,,,,,
1241,1,74,59,74,82,3,,,,,
1242,2,15,59,11,37,2,,,,69,3.52
1243,1,15,93,67,35,2,,,,,
1244,0,74,45,33,13,,,,,,
1245,1,38,13,28,9,3,,,,,
1246,0,35,49,75,47,,,,,,
1247,2,31,24,94,9,0,94,51,34,67,3.35
1248,2,73,76,56,32,1,57,90,,84,2.56
1249,1,74,53,57,53,2,,,,,
1250,2,46,52,94,31,3,,,,74,3.15
1251,2,62,64,22,20,4,,,,91,3.52
1252,0,33,26,20,85,,,,,,
1253,0,9,52,89,3,,,,,,
1254,2,39,48,44,40,0,53,36,52,99,2.68
1255,2,96,33,24,82,3,,,,89,3.03
1256,2,1,6,56,30,2,,,,66,3.34
1257,2,34,54,74,81,3,,,,79,3.56
1258,2,42,38,47,66,2,,,,96,2.87
1259,2,82,89,60,4,3,,,,72,3.24
1260,1,50,62,0,54,0,41,58,86,,
1261,1,5,99,18,1,3,,,,,
1262,2,27,9,29,20,0,65,88,0,75,3.37
1263,2,9,35,59,55,1,38,28,,91,3.24
1264,2,33,85,75,24,4,,,,99,3.74
1265,0,81,5,20,37,,,,,,
1266,1,84,3,0,68,0,12,43,44,,
1267,0,47,51,56,41,,,,,,
1268,1,47,19,27,0,1,25,36,,,
1269,2,91,13,94,68,3,,,,74,3.58
1270,2,96,72,73,60,0,45,12,75,62,3.68
1271,0,65,47,94,97,,,,,,
1272,2,54,50,97,96,2,,,,70,3.6
1273,2,50,57,63,80,4,,,,80,2.97
1274,1,55,86,73,61,2,,,,,
1275,2,18,75,39,16,4,,,,76,2.89
1276,0,23,41,18,57,,,,,,
1277,1,2,8,12,59,0,71,94,84,,
1278,0,19,24,30,61,,,,,,
1279,2,83,9,85,84,2,,,,69,3.25
1280,2,98,83,63,51,1,95,11,,63,3.41
1281,2,22,33,14,35,0,41,4,81,86,3.76
1282,0,42,25,43,19,,,,,,
1283,2,31,0,75,15,1,85,66,,92,3.85
1284,2,84,12,9,38,0,36,45,18,90,2.81
1285,2,40,76,39,24,0,30,34,8,90,3.01
1286,2,8,79,5,10,2,,,,85,3.37
1287,1,80,87,50,97,2,,,,,
1288,2,46,31,45,30,0,60,92,27,62,2.75
1289,0,20,78,79,62,,,,,,
1290,1,89,87,45,93,4,,,,,
1291,0,4,96,87,29,,,,,,
1292,0,7,73,67,69,,,,,,
1293,2,84,87,68,24,1,18,33,,60,3.22
1294,1,53,3,34,3,2,,,,,
1295,1,48,20,12,40,1,43,74,,,
1296,1,48,61,34,48,1,91,96,,,
1297,0,57,60,35,14,,,,,,
1298,1,94,76,15,67,0,72,74,32,,
1299,1,95,12,93,0,1,66,61,,,
1300,2,22,1,41,13,0,60,50,76,81,3.52
1301,2,34,48,97,70,0,67,0,67,92,2.63
1302,0,45,38,28,87,,,,,,
1303,2,84,80,62,67,2,,,,72,2.84
1304,2,83,67,66,60,2,,,,89,3.48
1305,1,72,21,1,24,3,,,,,
1306,1,25,83,78,18,3,,,,,
1307,1,90,12,28,91,2,,,,,
1308,0,9,5,73,82,,,,,,
1309,2,41,51,20,54,3,,,,61,3.32
1310,1,3,1,55,43,1,37,73,,,
1311,2,72,59,45,59,0,32,31,33,63,3.01
1312,1,63,34,33,79,1,92,25,,,
1313,0,88,57,43,18,,,,,,
1314,2,41,50,21,88,3,,,,90,2.6
1315,2,83,71,81,74,2,,,,91,3.1
1316,0,10,5,5,82,,,,,,
1317,0,17,53,26,7,,,,,,
1318,1,7,63,2,85,4,,,,,
1319,2,44,3,5,87,2,,,,66,3.36
1320,2,75,38,72,66,4,,,,75,2.95
1321,0,81,43,89,35,,,,,,
1322,0,44,33,80,8,,,,,,
1323,1,47,6,10,38,4,,,,,
