@relation student_profiles

@attribute profile_id numeric
@attribute education_level numeric
@attribute OL_subject_0_score numeric
@attribute OL_subject_2_score numeric
@attribute OL_subject_3_score numeric
@attribute OL_subject_1_score numeric
@attribute OL_subject_5_score numeric
@attribute OL_subject_4_score numeric
@attribute AL_stream numeric
@attribute AL_subject_6_score numeric
@attribute AL_subject_8_score numeric
@attribute AL_subject_10_score numeric
@attribute AL_subject_4_score numeric
@attribute AL_subject_3_score numeric
@attribute AL_subject_7_score numeric
@attribute AL_subject_0_score numeric
@attribute AL_subject_2_score numeric
@attribute AL_subject_1_score numeric
@attribute AL_subject_9_score numeric
@attribute AL_subject_12_score numeric
@attribute AL_subject_5_score numeric
@attribute AL_subject_11_score numeric
@attribute university_score numeric
@attribute gpa numeric
@attribute career {Medicine,Engineering,IT,Research,Business,Teaching}

@data
665,0,49,23,83,83,79,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
666,0,12,93,71,75,89,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
667,1,77,77,76,29,97,44,0,0,0,0,0,0,0,17,40,82,0,0,0,0,-1,-1,Engineering
668,0,41,38,7,97,62,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
669,1,62,79,69,10,78,49,1,0,0,0,0,59,0,34,0,65,0,0,0,0,-1,-1,IT
670,2,87,9,56,50,81,65,1,0,0,0,0,1,0,37,0,50,0,0,0,0,64,2.85,Teaching
671,0,43,43,95,36,15,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
672,0,63,55,4,74,91,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
673,2,49,72,30,7,1,88,3,0,99,0,0,0,95,0,0,0,55,0,0,0,76,3.53,Medicine
674,2,48,2,61,40,65,29,0,0,0,0,0,0,0,20,58,36,0,0,0,0,67,3.44,Engineering
675,0,36,91,49,52,76,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
676,1,29,83,62,71,45,87,0,0,0,0,0,0,0,47,3,50,0,0,0,0,-1,-1,Medicine
677,1,49,28,34,32,46,29,2,14,0,0,32,0,0,0,0,0,0,0,16,0,-1,-1,Medicine
678,1,1,92,50,45,89,63,1,0,0,0,0,89,0,97,0,40,0,0,0,0,-1,-1,Engineering
679,0,58,88,20,72,28,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
680,1,32,13,8,83,70,52,2,4,0,0,24,0,0,0,0,0,0,0,38,0,-1,-1,Engineering
681,1,97,50,75,6,13,77,1,0,0,0,0,92,0,65,0,81,0,0,0,0,-1,-1,IT
682,1,42,13,68,27,0,56,4,0,0,60,0,0,0,0,0,0,0,69,0,69,-1,-1,Engineering
683,2,21,82,69,54,6,11,2,17,0,0,79,0,0,0,0,0,0,0,90,0,60,3.46,IT
684,0,17,85,89,63,19,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
685,1,80,27,35,22,0,11,4,0,0,18,0,0,0,0,0,0,0,44,0,21,-1,-1,Medicine
686,0,49,77,37,23,11,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
687,2,77,90,48,20,78,31,2,35,0,0,38,0,0,0,0,0,0,0,43,0,80,3.36,Engineering
688,0,13,60,24,65,61,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
689,0,28,70,66,91,51,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
690,2,81,54,76,49,73,4,3,0,77,0,0,0,50,0,0,0,75,0,0,0,82,2.74,IT
691,2,5,57,71,25,31,51,2,0,0,0,76,0,0,0,0,0,0,0,43,0,66,3.02,Engineering
692,0,70,2,61,23,4,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
693,1,33,15,16,3,98,3,1,0,0,0,0,33,0,51,0,26,0,0,0,0,-1,-1,Medicine
694,0,11,21,53,98,10,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
695,0,26,36,38,86,27,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
696,1,10,84,74,75,16,36,0,0,0,0,0,0,0,58,2,37,0,0,0,0,-1,-1,Engineering
697,0,90,25,83,27,86,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
698,2,26,66,40,20,64,76,4,0,0,5,0,0,0,0,0,0,0,31,0,11,90,3.03,IT
699,2,72,5,98,54,44,14,3,0,45,0,0,0,94,0,0,0,83,0,0,0,87,2.91,Medicine
700,2,98,8,61,88,55,45,1,0,0,0,0,62,0,69,0,1,0,0,0,0,76,2.35,Teaching
701,1,46,77,34,37,24,83,2,81,0,0,38,0,0,0,0,0,0,0,6,0,-1,-1,Medicine
702,1,58,23,71,47,75,35,4,0,0,38,0,0,0,0,0,0,0,86,0,15,-1,-1,IT
703,2,51,5,98,51,18,34,1,0,0,0,0,40,0,38,0,71,0,0,0,0,98,3.17,Teaching
704,1,9,8,4,91,92,63,2,63,0,0,78,0,0,0,0,0,0,0,13,0,-1,-1,Engineering
705,2,94,39,85,81,40,49,2,33,0,0,52,0,0,0,0,0,0,0,32,0,78,3.03,Engineering
706,0,10,99,68,12,53,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
707,1,38,19,83,59,34,33,3,0,19,0,0,0,15,0,0,0,88,0,0,0,-1,-1,Medicine
708,1,76,19,17,72,41,82,0,0,0,0,0,0,0,17,25,35,0,0,0,0,-1,-1,Medicine
709,0,12,56,19,31,69,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
710,2,81,70,91,27,35,41,3,0,37,0,0,0,18,0,0,0,58,0,0,0,74,3.16,Engineering
711,2,60,0,9,3,15,32,4,0,0,78,0,0,0,0,0,0,0,85,0,87,83,3.25,Teaching
712,1,70,40,36,20,33,69,1,0,0,0,0,2,0,80,0,71,0,0,0,0,-1,-1,IT
713,0,83,93,36,95,50,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
714,1,62,38,62,89,24,6,0,0,0,0,0,0,0,49,55,1,0,0,0,0,-1,-1,Engineering
715,0,37,40,3,49,8,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
716,2,61,59,47,18,43,39,0,0,0,0,0,0,0,97,76,72,0,0,0,0,86,4,Engineering
717,2,70,34,77,31,4,17,4,0,0,19,0,0,0,0,0,0,0,22,0,20,62,3.75,Medicine
718,0,83,64,43,57,3,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
719,1,62,35,55,77,26,82,3,0,6,0,0,0,94,0,0,0,50,0,0,0,-1,-1,IT
720,1,12,0,35,30,83,8,3,0,13,0,0,0,35,0,0,0,74,0,0,0,-1,-1,Engineering
721,0,45,43,41,64,5,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
722,2,35,3,6,95,45,70,4,0,0,93,0,0,0,0,0,0,0,68,0,65,91,3.11,Medicine
723,1,9,11,69,24,18,26,3,0,53,0,0,0,40,0,0,0,91,0,0,0,-1,-1,Medicine
724,1,44,99,86,90,98,71,2,99,0,0,5,0,0,0,0,0,0,0,6,0,-1,-1,IT
725,0,6,22,11,99,32,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
726,2,59,29,39,15,65,57,2,40,0,0,56,0,0,0,0,0,0,0,72,0,71,3.63,IT
727,2,24,31,6,12,0,6,4,0,0,85,0,0,0,0,0,0,0,7,0,84,81,3.4,Teaching
728,0,87,23,2,2,79,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
729,1,93,52,50,30,6,44,0,0,0,0,0,0,0,70,20,2,0,0,0,0,-1,-1,IT
730,0,96,9,52,49,1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
731,2,63,93,2,32,35,87,3,0,91,0,0,0,98,0,0,0,53,0,0,0,93,2.57,Engineering
732,0,53,37,19,69,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
733,0,51,49,8,31,67,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
734,2,59,71,42,84,83,96,0,0,0,0,0,0,0,16,75,6,0,0,0,0,60,3.55,Medicine
735,1,78,99,85,28,22,11,4,0,0,72,0,0,0,0,0,0,0,63,0,91,-1,-1,IT
736,0,64,53,85,10,52,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
737,2,97,18,18,97,80,14,1,0,0,0,0,95,0,47,0,95,0,0,0,0,63,2.76,Engineering
738,2,92,81,96,96,90,69,4,0,0,45,0,0,0,0,0,0,0,83,0,12,98,2.57,Engineering
739,0,25,95,29,51,48,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
740,0,25,54,11,23,37,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
741,1,37,73,62,13,23,3,0,0,0,0,0,0,0,33,23,66,0,0,0,0,-1,-1,Engineering
742,2,75,83,79,34,4,70,0,0,0,0,0,0,0,26,10,7,0,0,0,0,94,2.98,Medicine
743,2,81,67,21,50,80,65,4,0,0,33,0,0,0,0,0,0,0,88,0,11,73,3.39,IT
744,0,24,89,36,86,72,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
745,1,3,71,43,84,31,98,4,0,0,1,0,0,0,0,0,0,0,56,0,78,-1,-1,IT
746,2,65,8,93,50,87,8,0,0,0,0,0,0,0,95,81,3,0,0,0,0,73,3.11,Medicine
747,2,82,32,67,22,38,74,3,0,22,0,0,0,9,0,0,0,99,0,0,0,85,3.26,Teaching
748,1,47,91,84,0,2,26,1,0,0,0,0,36,0,32,0,26,0,0,0,0,-1,-1,Engineering
749,1,35,29,85,21,16,42,3,0,76,0,0,0,94,0,0,0,77,0,0,0,-1,-1,IT
750,2,92,38,46,50,25,19,1,0,0,0,0,30,0,24,0,68,0,0,0,0,84,3.57,IT
751,2,94,6,56,50,50,16,1,0,0,0,0,18,0,48,0,70,0,0,0,0,85,3.2,IT
752,2,57,91,34,91,77,92,1,0,0,0,0,46,0,2,0,63,0,0,0,0,79,3.1,Teaching
753,2,11,95,56,82,53,10,0,0,0,0,0,0,0,67,18,45,0,0,0,0,97,3.29,Medicine
754,0,32,18,53,84,45,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
755,1,4,14,67,70,0,39,4,0,0,42,0,0,0,0,0,0,0,86,0,88,-1,-1,Engineering
756,1,55,46,22,41,2,12,1,0,0,0,0,34,0,35,0,15,0,0,0,0,-1,-1,Medicine
757,1,83,42,66,60,93,85,1,0,0,0,0,48,0,4,0,70,0,0,0,0,-1,-1,IT
758,0,73,39,76,35,65,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
759,0,69,1,13,48,60,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
760,1,78,19,50,45,11,5,0,0,0,0,0,0,0,22,93,87,0,0,0,0,-1,-1,IT
761,1,86,82,94,7,79,32,3,0,76,0,0,0,36,0,0,0,21,0,0,0,-1,-1,IT
762,0,49,58,94,65,98,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
763,0,51,74,75,14,63,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
764,1,56,24,61,87,32,17,3,0,80,0,0,0,30,0,0,0,63,0,0,0,-1,-1,Engineering
765,2,50,55,25,32,93,93,4,0,0,24,0,0,0,0,0,0,0,89,0,68,71,3.33,Teaching
766,1,56,54,73,36,33,34,2,67,0,0,41,0,0,0,0,0,0,0,40,0,-1,-1,Medicine
767,2,45,84,64,82,34,9,1,0,0,0,0,79,0,54,0,46,0,0,0,0,77,2.9,Teaching
768,0,71,38,89,35,45,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
769,2,97,14,31,14,15,86,1,0,0,0,0,99,0,46,0,91,0,0,0,0,86,2.74,Engineering
770,0,20,11,90,44,42,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
771,2,31,16,24,76,3,68,3,0,19,0,0,0,34,0,0,0,74,0,0,0,89,3.95,IT
772,2,12,73,38,81,66,2,4,0,0,11,0,0,0,0,0,0,0,92,0,48,84,3.56,Teaching
773,2,76,75,61,39,32,91,3,0,14,0,0,0,18,0,0,0,62,0,0,0,73,3.01,Medicine
774,1,18,23,21,57,68,64,0,0,0,0,0,0,0,81,74,61,0,0,0,0,-1,-1,Engineering
775,2,4,39,11,78,84,97,1,0,0,0,0,9,0,14,0,86,0,0,0,0,75,3.03,Medicine
776,2,70,8,28,15,90,81,2,36,0,0,89,0,0,0,0,0,0,0,14,0,63,2.44,Medicine
777,1,84,65,76,69,33,32,1,0,0,0,0,8,0,88,0,42,0,0,0,0,-1,-1,Medicine
778,0,24,25,41,19,0,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
779,2,44,69,25,50,59,58,0,0,0,0,0,0,0,84,1,33,0,0,0,0,81,3.62,Engineering
780,2,66,16,58,53,72,45,0,0,0,0,0,0,0,83,23,11,0,0,0,0,81,3.33,Engineering
781,1,11,80,30,14,90,29,0,0,0,0,0,0,0,86,50,21,0,0,0,0,-1,-1,IT
782,0,65,32,88,31,32,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
783,0,10,92,85,62,25,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
784,1,26,83,31,0,13,37,1,0,0,0,0,44,0,53,0,7,0,0,0,0,-1,-1,IT
785,2,59,96,95,81,34,65,3,0,92,0,0,0,22,0,0,0,64,0,0,0,87,3.37,Teaching
786,1,2,75,16,80,18,72,4,0,0,19,0,0,0,0,0,0,0,4,0,94,-1,-1,Engineering
787,2,1,16,0,48,9,25,0,0,0,0,0,0,0,43,30,75,0,0,0,0,75,3.38,Teaching
788,0,54,42,8,87,33,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
789,0,62,0,69,90,11,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
790,0,45,53,63,39,62,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
791,1,12,91,43,93,98,63,0,0,0,0,0,0,0,95,27,21,0,0,0,0,-1,-1,Engineering
792,0,45,92,32,45,38,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
793,2,26,77,96,91,12,31,2,67,0,0,27,0,0,0,0,0,0,0,88,0,78,3.33,Engineering
794,0,42,7,15,69,95,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
795,1,88,62,73,77,8,52,0,0,0,0,0,0,0,95,97,31,0,0,0,0,-1,-1,Engineering
796,2,12,47,52,50,35,87,3,0,35,0,0,0,82,0,0,0,49,0,0,0,92,2.96,Teaching
797,0,35,90,30,45,88,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
798,0,99,37,42,48,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
799,2,98,77,39,37,72,75,2,79,0,0,40,0,0,0,0,0,0,0,93,0,61,3.62,IT
800,1,55,13,79,38,43,12,4,0,0,4,0,0,0,0,0,0,0,17,0,62,-1,-1,Medicine
801,0,93,47,7,65,92,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
802,1,23,38,4,91,66,90,0,0,0,0,0,0,0,38,46,87,0,0,0,0,-1,-1,IT
803,0,18,18,67,15,51,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
804,0,57,58,95,7,3,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
805,0,55,96,97,33,52,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
806,0,33,68,1,37,13,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
807,2,6,1,79,82,52,96,0,0,0,0,0,0,0,33,10,39,0,0,0,0,99,2.87,Teaching
808,0,76,32,93,95,21,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
809,2,71,36,66,20,87,97,2,61,0,0,44,0,0,0,0,0,0,0,51,0,84,3.1,IT
810,2,70,95,55,69,15,17,0,0,0,0,0,0,0,23,14,25,0,0,0,0,81,3.32,Engineering
811,0,79,11,12,86,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
812,0,18,16,78,23,17,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
813,0,6,10,11,31,33,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
814,2,23,7,64,48,99,24,4,0,0,8,0,0,0,0,0,0,0,77,0,98,65,2.71,Engineering
815,1,1,19,15,32,6,80,3,0,54,0,0,0,71,0,0,0,61,0,0,0,-1,-1,Medicine
816,1,24,92,35,80,98,83,1,0,0,0,0,93,0,80,0,82,0,0,0,0,-1,-1,IT
817,2,11,34,27,79,16,56,0,0,0,0,0,0,0,0,46,36,0,0,0,0,94,3.68,Engineering
818,0,45,76,75,48,58,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
819,1,49,37,46,82,54,75,1,0,0,0,0,31,0,90,0,15,0,0,0,0,-1,-1,IT
820,2,65,3,46,71,78,6,0,0,0,0,0,0,0,66,87,64,0,0,0,0,93,2.42,Engineering
821,1,16,53,18,74,79,47,1,0,0,0,0,62,0,92,0,8,0,0,0,0,-1,-1,IT
822,1,9,36,20,48,56,41,3,0,31,0,0,0,88,0,0,0,12,0,0,0,-1,-1,Medicine
823,0,76,30,9,91,51,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
824,0,92,99,24,76,21,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
825,0,73,63,49,72,5,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
826,0,60,54,68,86,22,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
827,1,97,2,87,78,7,83,0,0,0,0,0,0,0,58,72,76,0,0,0,0,-1,-1,Engineering
828,2,41,9,32,99,3,18,4,0,0,79,0,0,0,0,0,0,0,56,0,10,91,3.75,Engineering
829,2,77,26,13,20,25,82,0,0,0,0,0,0,0,6,7,32,0,0,0,0,95,3.45,Teaching
830,1,24,5,4,89,90,73,0,0,0,0,0,0,0,61,5,2,0,0,0,0,-1,-1,Medicine
831,0,62,94,57,40,64,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
832,2,51,32,79,66,32,95,3,0,82,0,0,0,37,0,0,0,87,0,0,0,92,2.88,IT
833,1,46,58,81,91,90,28,2,7,0,0,41,0,0,0,0,0,0,0,51,0,-1,-1,Engineering
834,1,19,32,58,1,85,65,4,0,0,89,0,0,0,0,0,0,0,19,0,76,-1,-1,IT
835,1,71,77,80,74,9,37,1,0,0,0,0,51,0,26,0,27,0,0,0,0,-1,-1,Medicine
836,2,1,2,94,9,50,82,4,0,0,74,0,0,0,0,0,0,0,97,0,60,76,3.44,Teaching
837,0,82,28,3,70,73,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
838,2,9,58,56,19,99,32,4,0,0,49,0,0,0,0,0,0,0,86,0,40,69,4,Engineering
839,0,38,51,41,14,92,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
840,1,75,47,68,61,17,65,4,0,0,8,0,0,0,0,0,0,0,32,0,27,-1,-1,Medicine
841,2,79,50,59,21,3,60,3,0,45,0,0,0,56,0,0,0,66,0,0,0,97,3.27,Teaching
842,0,35,61,61,35,71,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
843,2,40,1,30,42,21,29,0,0,0,0,0,0,0,65,77,56,0,0,0,0,99,3.11,Teaching
844,0,1,21,1,12,78,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
845,2,52,43,93,17,5,62,4,0,0,37,0,0,0,0,0,0,0,14,0,96,92,2.43,IT
846,0,56,3,42,28,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
847,1,30,79,94,36,40,43,4,0,0,54,0,0,0,0,0,0,0,4,0,0,-1,-1,IT
848,2,31,0,52,40,46,99,1,0,0,0,0,73,0,97,0,41,0,0,0,0,63,3.17,Teaching
849,0,77,39,60,80,53,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
850,2,81,92,52,92,94,67,2,50,0,0,55,0,0,0,0,0,0,0,76,0,75,2.65,IT
851,2,70,59,33,8,19,95,1,0,0,0,0,40,0,95,0,35,0,0,0,0,87,3.13,Teaching
852,0,76,2,89,3,28,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
853,0,24,94,93,26,74,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
854,0,29,71,87,37,81,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
855,1,69,15,63,0,62,69,3,0,50,0,0,0,57,0,0,0,36,0,0,0,-1,-1,IT
856,0,89,92,1,81,69,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
857,1,45,23,2,21,93,33,3,0,20,0,0,0,56,0,0,0,82,0,0,0,-1,-1,Medicine
858,1,83,96,61,42,22,82,0,0,0,0,0,0,0,54,10,13,0,0,0,0,-1,-1,IT
859,1,81,72,55,13,49,48,4,0,0,36,0,0,0,0,0,0,0,93,0,68,-1,-1,Medicine
860,1,97,93,89,71,77,72,0,0,0,0,0,0,0,97,68,81,0,0,0,0,-1,-1,Engineering
861,1,28,51,54,41,81,20,3,0,76,0,0,0,78,0,0,0,57,0,0,0,-1,-1,Medicine
862,0,78,54,99,86,75,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
863,0,82,49,60,35,64,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
864,1,51,93,59,52,5,82,4,0,0,79,0,0,0,0,0,0,0,13,0,98,-1,-1,Medicine
865,2,78,77,53,66,33,97,4,0,0,33,0,0,0,0,0,0,0,80,0,90,87,2.78,Medicine
866,0,48,98,4,15,46,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
867,0,66,44,0,16,96,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
868,2,94,97,81,8,18,29,1,0,0,0,0,45,0,82,0,16,0,0,0,0,71,3.52,Medicine
869,0,23,62,76,58,59,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
870,0,45,29,9,1,55,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
871,1,87,11,56,99,9,66,2,0,0,0,76,0,0,0,0,0,0,0,19,0,-1,-1,IT
872,0,54,34,79,37,63,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
873,0,84,67,29,10,82,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
874,1,68,89,67,42,62,15,1,0,0,0,0,71,0,90,0,43,0,0,0,0,-1,-1,Engineering
875,2,45,34,32,31,32,78,0,0,0,0,0,0,0,12,3,74,0,0,0,0,60,3.79,Teaching
876,0,76,57,58,91,62,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
877,2,79,55,85,54,18,83,2,21,0,0,6,0,0,0,0,0,0,0,34,0,89,2.89,Medicine
878,2,31,45,96,47,96,19,1,0,0,0,0,79,0,41,0,37,0,0,0,0,83,2.79,Medicine
879,1,87,42,56,6,16,71,1,0,0,0,0,61,0,92,0,61,0,0,0,0,-1,-1,IT
880,2,58,24,73,16,57,89,2,5,0,0,24,0,0,0,0,0,0,0,71,0,92,3.08,IT
881,1,50,87,43,6,9,93,3,0,33,0,0,0,18,0,0,0,11,0,0,0,-1,-1,Engineering
882,1,80,22,8,79,24,11,2,46,0,0,50,0,0,0,0,0,0,0,48,0,-1,-1,Engineering
883,1,37,13,79,85,5,63,2,93,0,0,97,0,0,0,0,0,0,0,81,0,-1,-1,Medicine
884,2,99,16,35,47,89,13,3,0,1,0,0,0,34,0,0,0,55,0,0,0,81,3.47,Engineering
885,0,17,16,67,3,96,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
886,0,75,78,52,93,96,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
887,2,92,26,25,23,10,6,0,0,0,0,0,0,0,97,19,49,0,0,0,0,81,3.4,Engineering
888,1,13,70,12,47,87,4,3,0,17,0,0,0,79,0,0,0,96,0,0,0,-1,-1,IT
889,0,20,83,70,26,4,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Research
890,1,37,52,85,50,45,97,4,0,0,15,0,0,0,0,0,0,0,5,0,34,-1,-1,Engineering
891,0,89,86,61,39,33,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
892,0,35,31,49,97,74,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
893,0,51,23,96,47,35,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business
