@RELATION student_profiles

@ATTRIBUTE profile_id NUMERIC
@ATTRIBUTE education_level NUMERIC
@ATTRIBUTE OL_subject_0_score NUMERIC
@ATTRIBUTE OL_subject_2_score NUMERIC
@ATTRIBUTE OL_subject_3_score NUMERIC
@ATTRIBUTE OL_subject_1_score NUMERIC
@ATTRIBUTE OL_subject_5_score NUMERIC
@ATTRIBUTE OL_subject_4_score NUMERIC
@ATTRIBUTE AL_stream NUMERIC
@ATTRIBUTE AL_subject_0_score NUMERIC
@ATTRIBUTE AL_subject_1_score NUMERIC
@ATTRIBUTE AL_subject_2_score NUMERIC
@ATTRIBUTE university_score NUMERIC
@ATTRIBUTE gpa NUMERIC

@DATA
1145, 0, 52, 74, 97, 52, 55, 73, null, null, null
1146, 2, 33, 47, 69, 12, 45, 63, 1, 47, 53, 37, 97, 3.97
1147, 2, 36, 44, 7, 88, 33, 94, 4, 80, 28, 95, 62, 3.27
1148, 0, 18, 21, 77, 13, 49, 23, null, null, null
1149, 0, 25, 89, 95, 33, 45, 7, null, null, null
1150, 2, 56, 17, 96, 70, 47, 74, 0, 27, 61, 68, 97, 3.66
1151, 0, 63, 18, 18, 55, 96, 54, null, null, null
1152, 0, 8, 16, 61, 92, 50, 56, null, null, null
1153, 2, 54, 11, 68, 52, 98, 3, 0, 3, 76, 44, 82, 2.54
1154, 1, 18, 28, 87, 11, 39, 78, 4, 59, 7, 90, null, null
1155, 2, 78, 90, 80, 45, 42, 49, 4, 32, 48, 5, 80, 2.66
1156, 1, 87, 25, 6, 61, 95, 42, 1, 58, 39, 57, null, null
1157, 2, 48, 8, 71, 37, 66, 99, 1, 54, 5, 98, 61, 3.55
1158, 1, 75, 66, 46, 6, 31, 61, 3, 68, 81, 86, null, null
1159, 0, 72, 4, 30, 25, 57, 26, null, null, null
1160, 0, 25, 79, 46, 25, 93, 55, null, null, null
1161, 0, 82, 64, 71, 5, 73, 78, null, null, null
1162, 2, 5, 86, 87, 78, 73, 80, 3, 66, 22, 81, 89, 3.15
1163, 2, 25, 30, 15, 1, 81, 8, 1, 73, 24, 89, 96, 2.69
1164, 2, 22, 8, 65, 57, 47, 99, 3, 0, 27, 86, 80, 3.57
1165, 0, 27, 82, 37, 63, 32, 7, null, null, null
1166, 2, 47, 66, 52, 6, 71, 48, 3, 87, 98, 96, 89, 3.44
1167, 1, 95, 53, 93, 77, 4, 4, 4, 74, 80, 88, null, null
1168, 1, 34, 35, 36, 84, 13, 17, 2, 84, 64, 15, null, null
1169, 1, 16, 94, 48, 66, 61, 91, 0, 83, 55, 82, null, null
1170, 2, 47, 80, 72, 24, 65, 71, 2, 19, 44, 40, 75, 2.77
1171, 2, 19, 67, 49, 51, 16, 58, 1, 6, 60, 31, 87, 3.35
1172, 0, 31, 93, 90, 68, 8, 24, null, null, null
1173, 0, 52, 39, 56, 49, 53, 89, null, null, null
1174, 0, 25, 46, 79, 9, 89, 61, null, null, null
1175, 2, 7, 33, 84, 91, 47, 75, 2, 81, 43, 61, 71, 3.22
1176, 2, 17, 30, 77, 10, 39, 52, 3, 33, 56, 79, 86, 3.34
1177, 0, 80, 58, 75, 95, 2, 59, null, null, null
1178, 1, 97, 51, 24, 65, 41, 19, 4, 1, 55, 15, null, null
1179, 1, 85, 83, 90, 46, 61, 83, 2, 30, 45, 97, null, null
1180, 2, 81, 19, 0, 58, 55, 49, 3, 55, 85, 51, 65, 3.29
1181, 2, 71, 30, 40, 74, 55, 34, 1, 58, 92, 10, 91, 3.45
1182, 0, 87, 20, 17, 0, 37, 25, null, null, null
1183, 2, 63, 62, 94, 66, 6, 42, 1, 67, 50, 18, 75, 3.37
1184, 2, 40, 2, 79, 65, 59, 61, 2, 60, 46, 89, 88, 3.24
1185, 2, 65, 84, 9, 10, 57, 11, 0, 58, 0, 42, 71, 2.82
1186, 2, 32, 25, 58, 85, 29, 98, 4, 32, 58, 68, 86, 2.86
1187, 2, 64, 16, 98, 69, 97, 31, 1, 44, 55, 48, 65, 2.91
1188, 0, 35, 3, 17, 4, 1, 29, null, null, null
1189, 0, 83, 2, 38, 36, 41, 6, null, null, null
1190, 1, 57, 67, 69, 55, 86, 47, 1, 87, 13, 65, null, null
1191, 2, 90, 2, 11, 57, 90, 41, 1, 75, 13, 58, 77, 2.77
1192, 1, 66, 85, 13, 94, 38, 12, 1, 33, 70, 88, null, null
1193, 1, 7, 20, 77, 98, 22, 35, 2, 65, 53, 19, null, null
1194, 2, 99, 11, 98, 35, 22, 71, 1, 15, 7, 36, 85, 2.88
1195, 1, 48, 47, 62, 35, 75, 71, 3, 1, 93, 25, null, null
1196, 1, 58, 97, 2, 10, 32, 96, 3, 19, 80, 96, null, null
1197, 1, 23, 85, 73, 17, 43, 49, 4, 33, 74, 48, null, null
1198, 2, 40, 43, 11, 75, 84, 85, 1, 13, 52, 83, 77, 3.0
1199, 0, 31, 2, 60, 20, 90, 71, null, null, null
1200, 1, 83, 21, 98, 30, 96, 16, 2, 43, 79, 52, null, null
1201, 2, 35, 56, 83, 68, 40, 62, 4, 98, 58, 62, 93, 3.05
1202, 1, 10, 19, 98, 56, 58, 6, 3, 71, 88, 12, null, null
1203, 2, 61, 31, 35, 4, 64, 87, 4, 1, 80, 87, 80, 2.57
1204, 2, 39, 55, 84, 48, 56, 83, 3, 86, 41, 10, 67, 3.42
1205, 2, 87, 5, 83, 1, 17, 54, 3, 87, 10, 97, 61, 3.51
1206, 2, 66, 18, 40, 63, 78, 64, 4, 65, 21, 48, 77, 3.29
1207, 0, 98, 99, 77, 51, 80, 90, null, null, null
1208, 2, 6, 32, 65, 67, 40, 13, 1, 7, 94, 36, 67, 3.72
1209, 1, 41, 26, 84, 46, 10, 48, 0, 26, 55, 92, null, null
1210, 2, 18, 64, 75, 57, 69, 44, 3, 3, 70, 29, 71, 3.44
1211, 2, 9, 32, 86, 1, 73, 11, 3, 17, 7, 99, 93, 3.27
1212, 1, 94, 77, 3, 35, 33, 31, 4, 99, 96, 95, null, null
1213, 1, 29, 78, 37, 85, 3, 66, 4, 15, 44, 87, null, null
1214, 2, 66, 93, 91, 50, 11, 43, 3, 25, 84, 22, 69, 2.45
1215, 0, 18, 88, 93, 80, 59, 61, null, null, null
1216, 2, 4, 62, 12, 45, 84, 34, 1, 92, 20, 78, 81, 3.31
1217, 2, 35, 73, 59, 54, 24, 50, 0, 56, 75, 11, 61, 3.61
1218, 2, 66, 71, 71, 39, 62, 4, 2, 74, 84, 11, 95, 3.07
1219, 0, 62, 43, 17, 73, 70, 29, null, null, null
1220, 2, 79, 58, 34, 54, 31, 35, 0, 91, 89, 96, 82, 3.45
1221, 2, 54, 63, 8, 9, 53, 85, 1, 39, 58, 63, 81, 3.32
1222, 0, 54, 86, 77, 69, 26, 19, null, null, null
1223, 1, 33, 60, 9, 14, 54, 3, 0, 5, 34, 45, null, null
1224, 0, 74, 86, 45, 35, 55, 96, null, null, null
1225, 0, 39, 24, 94, 63, 56, 14, null, null, null
1226, 2, 20, 54, 5, 57, 11, 36, 0, 16, 69, 8, 60, 2.94
1227, 1, 96, 65, 57, 54, 4, 68, 2, 54, 73, 59, null, null
1228, 0, 30, 24, 95, 50, 18, 96, null, null, null
1229, 0, 10, 44, 97, 63, 44, 34, null, null, null
1230, 1, 27, 8, 31, 17, 89, 87, 4, 93, 39, 58, null, null
1231, 1, 56, 57, 85, 65, 23, 3, 2, 10, 32, 50, null, null
1232, 2, 58, 86, 58, 74, 0, 33, 4, 87, 36, 95, 74, 3.41
1233, 2, 77, 13, 70, 73, 47, 52, 2, 83, 95, 5, 77, 3.35
1234, 0, 35, 76, 33, 66, 6, 14, null, null, null
1235, 1, 40, 87, 10, 46, 53, 11, 2, 64, 20, 26, null, null
1236, 0, 8, 66, 28, 70, 29, 28, null, null, null
1237, 1, 4, 62, 26, 0, 44, 96, 2, 98, 38, 88, null, null
1238, 1, 65, 52, 40, 65, 12, 74, 4, 67, 74, 62, null, null
1239, 0, 4, 63, 93, 27, 18, 25, null, null, null
1240, 2, 20, 8, 50, 13, 39, 92, 0, 88, 32, 11, 90, 3.48
1241, 1, 65, 10, 7, 52, 69, 16, 2, 42, 73, 27, null, null
1242, 2, 19, 58, 19, 88, 54, 39, 3, 93, 77, 86, 62, 3.28
1243, 1, 28, 94, 5, 71, 34, 57, 0, 56, 13, 16, null, null
1244, 0, 77, 84, 85, 73, 5, 4, null, null, null
1245, 1, 43, 67, 47, 72, 88, 37, 2, 78, 44, 59, null, null
1246, 1, 36, 86, 28, 6, 40, 32, 3, 0, 42, 15, null, null
1247, 2, 20, 33, 72, 37, 43, 78, 3, 27, 54, 67, 95, 2.85
1248, 2, 8, 84, 69, 6, 59, 88, 4, 87, 13, 24, 85, 3.67
1249, 1, 32, 31, 54, 11, 86, 73, 1, 96, 34, 44, null, null
1250, 0, 40, 92, 21, 48, 85, 85, null, null, null
1251, 2, 31, 56, 19, 37, 29, 96, 4, 21, 57, 90, 88, 3.19
1252, 1, 13, 59, 60, 86, 43, 98, 0, 62, 36, 83, null, null
1253, 0, 97, 86, 21, 67, 34, 84, null, null, null
1254, 1, 3, 2, 26, 87, 8, 73, 3, 33, 60, 16, null, null
1255, 1, 21, 29, 80, 76, 60, 34, 2, 23, 51, 70, null, null
1256, 2, 71, 48, 90, 29, 4, 25, 1, 90, 58, 15, 91, 4.0
1257, 2, 50, 71, 95, 42, 21, 4, 0, 94, 12, 90, 77, 3.44
1258, 1, 99, 52, 31, 84, 75, 34, 4, 73, 36, 38, null, null
1259, 0, 78, 74, 79, 12, 46, 63, null, null, null
1260, 0, 71, 18, 91, 35, 35, 13, null, null, null
1261, 2, 75, 55, 15, 92, 33, 85, 4, 87, 92, 60, 95, 2.58
1262, 2, 74, 96, 69, 69, 99, 82, 0, 3, 2, 2, 63, 3.48
1263, 2, 38, 28, 79, 62, 66, 83, 2, 18, 25, 3, 96, 3.56
1264, 2, 44, 67, 96, 97, 21, 74, 2, 50, 85, 45, 96, 3.63
1265, 2, 89, 15, 45, 82, 21, 76, 1, 10, 27, 54, 86, 3.17
1266, 0, 78, 92, 97, 35, 70, 94, null, null, null
1267, 0, 38, 25, 80, 10, 73, 30, null, null, null
1268, 2, 67, 14, 37, 97, 81, 32, 2, 87, 40, 27, 84, 2.49
1269, 1, 97, 39, 13, 44, 55, 5, 3, 70, 39, 77, null, null
1270, 1, 92, 73, 68, 77, 1, 30, 4, 26, 81, 71, null, null
1271, 2, 30, 29, 65, 30, 0, 22, 1, 44, 74, 98, 88, 2.85
1272, 2, 22, 46, 49, 83, 83, 35, 1, 10, 11, 72, 74, 3.01
1273, 0, 29, 94, 84, 83, 80, 59, null, null, null
1274, 1, 44, 82, 3, 38, 59, 83, 3, 49, 82, 61, null, null
1275, 0, 80, 99, 2, 56, 9, 97, null, null, null
1276, 2, 12, 23, 79, 69, 3, 95, 0, 11, 44, 76, 75, 3.66
1277, 2, 43, 10, 91, 2, 15, 95, 2, 84, 94, 42, 74, 3.16
1278, 2, 95, 80, 86, 89, 56, 32, 1, 29, 93, 31, 90, 3.93
1279, 1, 25, 38, 30, 56, 5, 40, 1, 8, 1, 9, null, null
1280, 2, 70, 99, 83, 82, 70, 13, 2, 75, 57, 30, 77, 3.28
1281, 1, 23, 63, 44, 76, 12, 93, 4, 64, 38, 23, null, null
1282, 0, 92, 59, 96, 73, 83, 82, null, null, null
1283, 2, 40, 27, 86, 42, 78, 1, 0, 35, 80, 80, 65, 2.93
1284, 2, 83, 45, 57, 55, 35, 60, 0, 40, 78, 14, 69, 3.18
1285, 2, 36, 13, 64, 60, 50, 25, 2, 35, 32, 48, 96, 3.12
1286, 1, 8, 66, 53, 67, 59, 0, 0, 33, 76, 4, null, null
1287, 1, 49, 44, 99, 93, 38, 4, 3, 8, 79, 24, null, null
1288, 0, 35, 16, 88, 24, 12, 33, null, null, null
1289, 2, 84, 28, 37, 89, 38, 58, 3, 87, 41, 29, 77, 3.21
1290, 1, 88, 10, 79, 33, 33, 89, 3, 17, 25, 88, null, null
1291, 1, 94, 32, 65, 39, 48, 10, 2, 56, 75, 95, null, null
1292, 0, 21, 83, 1, 51, 62, 25, null, null, null
1293, 1, 58, 25, 83, 36, 88, 16, 0, 21, 46, 99, null, null
1294, 2, 68, 96, 60, 56, 77, 99, 2, 69, 14, 9, 72, 3.34
1295, 0, 95, 41, 62, 83, 88, 17, null, null, null
1296, 1, 49, 70, 22, 17, 72, 28, 0, 31, 72, 98, null, null
1297, 1, 38, 85, 27, 29, 88, 30, 4, 49, 11, 38, null, null
1298, 2, 85, 20, 66, 85, 66, 68, 2, 1, 10, 79, 95, 3.9
1299, 1, 67, 53, 67, 14, 98, 0, 1, 7, 76, 83, null, null
1300, 1, 26, 36, 34, 25, 90, 13, 3, 36, 65, 69, null, null
1301, 0, 77, 5, 8, 53, 99, 70, null, null, null
1302, 1, 63, 99, 11, 59, 42, 36, 3, 93, 73, 20, null, null
1303, 2, 37, 26, 35, 94, 11, 13, 0, 34, 64, 74, 75, 3.13
1304, 2, 74, 24, 40, 63, 29, 90, 0, 32, 47, 86, 90, 3.29
1305, 2, 28, 50, 18, 21, 0, 85, 4, 31, 67, 20, 95, 3.3
1306, 1, 33, 9, 70, 23, 15, 78, 4, 68, 91, 24, null, null
1307, 1, 37, 68, 31, 33, 59, 95, 3, 85, 4, 82, null, null
1308, 0, 17, 10, 44, 48, 25, 81, null, null, null
1309, 1, 83, 86, 91, 86, 32, 72, 4, 58, 41, 48, null, null
1310, 0, 32, 28, 95, 85, 72, 18, null, null, null
1311, 0, 17, 91, 41, 44, 76, 67, null, null, null
1312, 2, 7, 84, 91, 22, 16, 28, 4, 59, 68, 20, 77, 3.05
1313, 2, 9, 77, 65, 50, 8, 76, 4, 63, 53, 90, 99, 3.14
1314, 2, 66, 17, 20, 68, 25, 43, 1, 81, 39, 73, 60, 3.88
1315, 2, 53, 99, 21, 95, 34, 86, 2, 86, 11, 14, 74, 3.13
1316, 2, 11, 75, 72, 80, 68, 65, 1, 10, 34, 74, 94, 3.96
1317, 1, 59, 85, 91, 63, 72, 24, 2, 89, 0, 3, null, null
1318, 1, 90, 13, 66, 96, 87, 80, 3, 83, 77, 94, null, null
1319, 1, 90, 32, 9, 52, 16, 53, 0, 94, 21, 14, null, null
1320, 1, 18, 76, 27, 83, 36, 38, 2, 51, 47, 89, null, null
1321, 1, 8, 63, 3, 32, 52, 86, 4, 86, 77, 40, null, null
1322, 2, 93, 17, 7, 11, 77, 86, 1, 99, 76, 60, 70, 3.55
1323, 1, 56, 16, 59, 38, 36, 10, 4, 45, 85, 15, null, null
1324, 1, 5, 91, 77, 95, 77, 88, 0, 56, 79, 86, null, null
1325, 0, 72, 49, 97, 18, 4, 43, null, null, null
1326, 1, 19, 89, 45, 7, 7, 6, 1, 37, 58, 85, null, null
1327, 1, 83, 1, 44, 7, 70, 60, 4, 3, 41, 73, null, null
1328, 2, 29, 28, 78, 18, 90, 29, 2, 92, 84, 27, 67, 2.78
1329, 1, 4, 81, 77, 54, 91, 94, 0, 0, 45, 26, null, null
1330, 0, 1, 81, 3, 81, 87, 58, null, null, null
1331, 1, 62, 53, 30, 6, 5, 12, 0, 73, 79, 89, null, null
1332, 2, 19, 67, 26, 41, 6, 96, 1, 49, 35, 78, 87, 3.49
1333, 0, 72, 69, 26, 36, 21, 57, null, null, null
1334, 0, 10, 83, 13, 31, 71, 62, null, null, null
1335, 1, 87, 65, 5, 5, 30, 89, 1, 6, 55, 29, null, null
1336, 0, 48, 87, 81, 91, 86, 76, null, null, null
1337, 0, 70, 23, 65, 77, 84, 85, null, null, null
1338, 2, 59, 67, 59, 44, 3, 20, 3, 74, 53, 35, 68, 2.73
1339, 1, 0, 71, 1, 99, 19, 64, 1, 33, 17, 52, null, null
1340, 2, 37, 10, 20, 31, 94, 66, 1, 13, 55, 71, 83, 3.48
1341, 1, 91, 51, 19, 55, 48, 59, 0, 15, 85, 15, null, null
1342, 1, 5, 51, 51, 0, 87, 96, 0, 43, 26, 15, null, null
1343, 0, 97, 94, 20, 6, 59, 15, null, null, null
1344, 0, 23, 25, 65, 44, 27, 90, null, null, null
1345, 2, 15, 9, 9, 52, 10, 29, 4, 2, 35, 60, 64, 2.85
1346, 2, 69, 91, 20, 16, 27, 50, 3, 7, 83, 84, 70, 2.78
1347, 1, 78, 99, 87, 69, 80, 32, 1, 65, 52, 88, null, null
1348, 0, 40, 63, 68, 13, 87, 83, null, null, null
1349, 2, 24, 61, 28, 91, 37, 56, 3, 31, 9, 32, 98, 2.97
1350, 0, 57, 97, 38, 45, 83, 99, null, null, null
1351, 2, 90, 18, 35, 85, 72, 20, 3, 84, 66, 18, 82, 3.09
1352, 1, 55, 56, 43, 32, 59, 55, 3, 77, 29, 33, null, null
1353, 2, 73, 12, 45, 35, 84, 48, 4, 40, 24, 85, 74, 2.89
1354, 1, 70, 56, 70, 66, 21, 67, 0, 96, 12, 69, null, null
1355, 2, 20, 75, 79, 95, 99, 2, 0, 21, 3, 78, 61, 3.87
1356, 0, 69, 28, 19, 50, 44, 86, null, null, null
1357, 0, 84, 98, 95, 39, 3, 98, null, null, null
1358, 1, 26, 83, 59, 44, 94, 16, 3, 88, 90, 15, null, null
1359, 2, 11, 11, 24, 8, 21, 20, 0, 47, 49, 99, 94, 3.42
1360, 1, 20, 42, 51, 40, 19, 49, 3, 23, 65, 34, null, null
1361, 2, 40, 68, 22, 47, 19, 21, 0, 54, 33, 66, 86, 3.5
1362, 2, 45, 82, 77, 64, 31, 74, 1, 53, 13, 96, 69, 2.83
1363, 2, 39, 45, 66, 36, 69, 28, 1, 38, 59, 45, 65, 3.08
1364, 1, 64, 26, 45, 77, 21, 1, 4, 8, 72, 66, null, null
1365, 2, 33, 89, 38, 78, 81, 10, 2, 49, 51, 29, 89, 3.43
1366, 0, 70, 88, 18, 41, 84, 99, null, null, null
1367, 2, 20, 43, 33, 53, 44, 39, 4, 58, 26, 9, 75, 3.99
1368, 1, 31, 93, 14, 75, 80, 65, 3, 22, 52, 27, null, null
1369, 0, 0, 1, 11, 15, 48, 24, null, null, null
1370, 2, 97, 13, 31, 34, 47, 32, 0, 28, 76, 9, 65, 3.22
1371, 2, 87, 97, 5, 22, 14, 52, 0, 81, 9, 39, 68, 2.81
1372, 2, 67, 29, 83, 56, 79, 27, 1, 51, 19, 86, 63, 3.18
1373, 2, 79, 58, 7, 4, 7, 59, 0, 4, 49, 67, 91, 2.72
1374, 0, 32, 3, 15, 26, 55, 36, null, null, null
1375, 2, 38, 29, 35, 13, 10, 13, 4, 5, 18, 43, 75, 2.46
1376, 1, 70, 16, 58, 11, 49, 15, 1, 17, 78, 10, null, null
1377, 0, 44, 33, 69, 77, 82, 13, null, null, null
1378, 1, 98, 92, 19, 86, 71, 73, 3, 55, 36, 56, null, null
1379, 2, 40, 5, 48, 63, 34, 46, 3, 78, 90, 28, 63, 3.12
1380, 2, 26, 39, 56, 36, 60, 16, 0, 69, 7, 99, 63, 3.38
1381, 0, 72, 10, 59, 17, 89, 10, null, null, null
1382, 2, 28, 70, 69, 78, 7, 49, 0, 26, 4, 28, 72, 2.85
1383, 1, 1, 61, 52, 39, 91, 83, 1, 94, 65, 45, null, null
1384, 2, 95, 37, 98, 47, 63, 33, 4, 83, 19, 68, 60, 3.44
1385, 0, 93, 19, 46, 46, 44, 74, null, null, null
1386, 0, 19, 62, 10, 92, 41, 0, null, null, null
1387, 1, 96, 61, 22, 44, 24, 95, 3, 40, 29, 9, null, null
1388, 0, 15, 68, 55, 80, 44, 44, null, null, null
1389, 1, 53, 27, 98, 74, 41, 28, 1, 48, 98, 82, null, null
1390, 1, 57, 95, 99, 69, 17, 92, 3, 35, 27, 41, null, null
1391, 0, 60, 22, 64, 73, 61, 8, null, null, null
1392, 1, 96, 24, 14, 85, 59, 57, 0, 40, 47, 96, null, null
1393, 2, 7, 72, 99, 37, 57, 41, 3, 48, 80, 29, 70, 2.75
1394, 1, 48, 7, 29, 40, 88, 51, 2, 86, 34, 88, null, null
1395, 1, 84, 26, 95, 62, 46, 27, 2, 41, 0, 82, null, null
1396, 0, 94, 66, 92, 56, 29, 42, null, null, null
1397, 0, 43, 55, 86, 27, 54, 42, null, null, null
1398, 2, 99, 80, 0, 13, 72, 16, 2, 7, 99, 80, 62, 3.22
1399, 1, 62, 7, 21, 99, 90, 5, 3, 7, 62, 47, null, null
1400, 2, 68, 68, 36, 14, 99, 17, 4, 46, 36, 76, 80, 3.11
1401, 0, 23, 4, 36, 13, 0, 41, null, null, null
1402, 1, 18, 84, 91, 49, 95, 66, 4, 76, 34, 16, null, null
1403, 0, 29, 29, 75, 89, 65, 46, null, null, null
1404, 2, 95, 32, 6, 40, 25, 39, 4, 29, 82, 42, 94, 2.74
1405, 0, 18, 99, 90, 95, 54, 77, null, null, null
1406, 1, 3, 51, 74, 39, 76, 91, 3, 52, 50, 16, null, null
1407, 0, 72, 60, 5, 50, 60, 15, null, null, null
1408, 0, 55, 6, 33, 10, 44, 16, null, null, null
1409, 2, 75, 15, 47, 43, 88, 11, 4, 49, 3, 21, 86, 3.67
1410, 1, 78, 36, 86, 36, 97, 29, 0, 61, 66, 97, null, null
1411, 1, 26, 2, 76, 37, 31, 47, 4, 23, 68, 84, null, null
1412, 1, 17, 45, 26, 75, 60, 23, 0, 58, 98, 46, null, null
1413, 1, 21, 86, 98, 17, 63, 64, 1, 45, 51, 65, null, null
1414, 2, 69, 6, 78, 59, 75, 64, 0, 61, 96, 55, 78, 2.92
1415, 0, 31, 13, 42, 75, 60, 43, null, null, null
1416, 0, 80, 75, 46, 98, 24, 97, null, null, null
1417, 1, 94, 81, 90, 97, 92, 76, 4, 43, 39, 10, null, null
1418, 1, 81, 50, 2, 81, 52, 94, 2, 17, 88, 97, null, null
1419, 1, 19, 95, 14, 90, 18, 16, 1, 38, 32, 23, null, null
1420, 0, 48, 99, 79, 18, 58, 30, null, null, null
1421, 0, 19, 0, 91, 83, 1, 53, null, null, null
1422, 2, 48, 52, 98, 43, 78, 28, 2, 17, 7, 12, 89, 2.84
1423, 1, 78, 88, 42, 85, 34, 34, 1, 16, 61, 13, null, null
1424, 0, 18, 91, 27, 41, 8, 14, null, null, null
1425, 0, 10, 50, 42, 62, 28, 51, null, null, null
1426, 0, 97, 89, 63, 89, 27, 80, null, null, null
1427, 1, 48, 93, 46, 81, 9, 30, 2, 31, 61, 98, null, null
1428, 0, 6, 35, 95, 64, 82, 11, null, null, null
1429, 2, 59, 84, 15, 17, 91, 92, 2, 86, 46, 36, 79, 3.14
1430, 1, 0, 82, 56, 61, 98, 86, 4, 39, 90, 97, null, null
1431, 1, 70, 21, 51, 82, 42, 90, 3, 66, 24, 57, null, null
1432, 2, 19, 57, 84, 84, 72, 79, 1, 61, 91, 72, 78, 2.94
1433, 0, 40, 14, 75, 79, 2, 66, null, null, null
1434, 1, 28, 94, 25, 62, 96, 27, 1, 85, 84, 3, null, null
1435, 1, 90, 35, 48, 40, 26, 96, 1, 0, 9, 30, null, null
1436, 2, 26, 58, 53, 0, 42, 30, 1, 63, 82, 74, 93, 3.08
1437, 0, 62, 78, 90, 58, 1, 19, null, null, null
1438, 0, 4, 46, 8, 23, 48, 38, null, null, null
1439, 0, 92, 37, 4, 34, 60, 44, null, null, null
1440, 2, 42, 11, 34, 95, 88, 40, 3, 47, 18, 26, 90, 3.82
1441, 2, 39, 6, 80, 83, 64, 15, 4, 11, 14, 38, 95, 3.04
1442, 2, 8, 98, 16, 34, 60, 21, 4, 69, 59, 87, 60, 3.51
1443, 1, 49, 27, 12, 15, 70, 76, 3, 81, 0, 48, null, null
1444, 2, 19, 16, 92, 30, 19, 99, 1, 50, 36, 75, 89, 3.4
1445, 0, 94, 72, 28, 92, 87, 37, null, null, null
1446, 1, 87, 95, 31, 82, 79, 47, 0, 9, 67, 30, null, null
1447, 0, 24, 86, 66, 82, 17, 50, null, null, null
1448, 0, 8, 2, 50, 61, 89, 63, null, null, null
1449, 2, 36, 72, 37, 61, 57, 3, 2, 31, 91, 62, 92, 3.25
1450, 2, 90, 48, 66, 72, 14, 34, 0, 54, 17, 83, 84, 4.0
1451, 0, 59, 38, 11, 86, 1, 0, null, null, null
1452, 0, 37, 69, 99, 49, 38, 23, null, null, null
1453, 0, 20, 47, 63, 42, 34, 88, null, null, null
1454, 0, 98, 66, 10, 20, 13, 89, null, null, null
1455, 2, 69, 74, 46, 74, 30, 82, 1, 82, 29, 70, 62, 3.28
1456, 0, 55, 7, 29, 27, 3, 87, null, null, null
1457, 0, 40, 84, 57, 30, 32, 25, null, null, null
1458, 2, 36, 77, 22, 91, 13, 46, 2, 56, 79, 37, 62, 3.36
1459, 1, 42, 57, 4, 58, 80, 83, 2, 97, 38, 43, null, null
1460, 0, 55, 45, 42, 66, 36, 88, null, null, null
1461, 1, 65, 75, 98, 9, 93, 51, 3, 45, 11, 47, null, null
1462, 2, 56, 66, 77, 99, 46, 86, 1, 80, 53, 35, 94, 2.4
1463, 0, 52, 48, 61, 83, 80, 26, null, null, null
1464, 2, 90, 16, 21, 76, 12, 15, 3, 87, 57, 6, 97, 3.13
1465, 0, 87, 12, 19, 65, 51, 17, null, null, null
1466, 2, 27, 40, 49, 98, 63, 17, 2, 67, 52, 77, 91, 4.0
1467, 0, 74, 98, 94, 27, 61, 70, null, null, null
1468, 2, 53, 20, 21, 48, 72, 91, 2, 25, 78, 32, 61, 3.33
1469, 1, 20, 9, 67, 90, 9, 79, 0, 54, 83, 61, null, null
1470, 1, 69, 92, 9, 26, 45, 25, 0, 97, 21, 39, null, null
1471, 2, 19, 75, 11, 19, 25, 71, 0, 39, 22, 59, 80, 3.49
1472, 0, 31, 2, 33, 46, 54, 96, null, null, null
1473, 0, 57, 59, 68, 28, 98, 41, null, null, null
1474, 0, 87, 14, 43, 72, 42, 22, null, null, null
1475, 0, 71, 82, 17, 35, 58, 9, null, null, null
1476, 0, 80, 91, 60, 54, 51, 9, null, null, null
1477, 0, 22, 32, 50, 75, 78, 86, null, null, null
1478, 2, 75, 16, 71, 8, 62, 60, 4, 4, 52, 10, 75, 3.34
1479, 1, 43, 57, 23, 91, 47, 28, 4, 79, 3, 54, null, null
1480, 2, 36, 63, 72, 49, 27, 64, 0, 40, 49, 62, 84, 3.55
1481, 2, 58, 62, 76, 31, 68, 91, 1, 87, 71, 33, 87, 2.53
1482, 0, 33, 84, 51, 20, 94, 79, null, null, null
1483, 2, 61, 79, 80, 26, 64, 62, 2, 74, 5, 97, 76, 3.39
1484, 1, 55, 9, 29, 1, 77, 49, 4, 21, 7, 19, null, null
1485, 0, 81, 52, 86, 35, 69, 64, null, null, null
1486, 0, 63, 7, 69, 40, 38, 93, null, null, null
1487, 0, 32, 34, 10, 65, 65, 93, null, null, null
1488, 1, 78, 4, 89, 67, 21, 37, 1, 31, 33, 67, null, null
1489, 1, 0, 62, 58, 60, 67, 13, 1, 71, 40, 26, null, null
1490, 0, 87, 62, 0, 67, 61, 32, null, null, null
1491, 0, 66, 14, 6, 54, 85, 58, null, null, null
1492, 2, 3, 35, 82, 84, 76, 62, 0, 70, 23, 37, 90, 3.37
1493, 1, 3, 21, 59, 28, 93, 51, 0, 24, 12, 13, null, null
1494, 1, 78, 17, 43, 95, 29, 24, 1, 79, 0, 95, null, null
1495, 0, 46, 37, 92, 64, 98, 8, null, null, null
1496, 1, 95, 21, 77, 5, 2, 89, 2, 9, 76, 64, null, null
1497, 0, 84, 41, 46, 57, 4, 20, null, null, null
1498, 1, 0, 11, 82, 28, 92, 80, 2, 20, 71, 64, null, null
1499, 0, 95, 28, 27, 44, 98, 13, null, null, null
1500, 1, 28, 38, 70, 55, 77, 7, 2, 49, 14, 98, null, null
